model,fz_depth,data_aug,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
AlexNet,10,0,89,16,100,2019-03-31 18:08,0.35255235140440894,0.8730788934426229,0.005,sgd,cross_entropy,1343,66,25,99,38,2448,138,154,16,63,432,60,72,143,104,2594
AlexNet,10,0,89,17,100,2019-03-31 18:12,0.3380777640420882,0.8780737704918032,0.005,sgd,cross_entropy,1346,67,27,81,46,2448,132,147,14,57,434,51,63,148,106,2628
AlexNet,10,0,89,18,100,2019-03-31 18:15,0.3352256524758261,0.8760245901639344,0.005,sgd,cross_entropy,1333,67,27,91,46,2455,125,138,9,55,430,56,81,143,117,2622
AlexNet,10,0,89,19,100,2019-03-31 18:19,0.3228779777151639,0.8846055327868853,0.005,sgd,cross_entropy,1361,54,29,82,32,2474,112,137,14,49,448,64,62,143,110,2624
AlexNet,10,0,89,20,100,2019-03-31 18:23,0.30622375988569417,0.8890881147540983,0.0025,sgd,cross_entropy,1357,49,30,80,39,2502,120,127,6,48,447,64,67,121,102,2636
AlexNet,10,0,89,21,100,2019-03-31 18:26,0.3071845320404553,0.8879354508196722,0.0025,sgd,cross_entropy,1347,58,16,75,46,2479,119,121,11,48,466,70,65,135,98,2641
AlexNet,10,0,89,22,100,2019-03-31 18:30,0.30755690277599895,0.8928022540983607,0.0025,sgd,cross_entropy,1368,54,17,84,29,2499,114,114,10,47,463,68,62,120,105,2641
AlexNet,10,0,89,23,100,2019-03-31 18:33,0.3023422428819,0.8911372950819673,0.0025,sgd,cross_entropy,1350,53,29,72,46,2479,95,116,4,64,476,66,69,124,99,2653
AlexNet,10,0,89,24,100,2019-03-31 18:37,0.2956882852022765,0.8933145491803278,0.0025,sgd,cross_entropy,1362,51,34,75,32,2495,116,118,15,54,453,49,60,120,96,2665
AlexNet,10,0,89,25,100,2019-03-31 18:40,0.30168417633556927,0.8903688524590164,0.0025,sgd,cross_entropy,1358,51,30,72,40,2481,120,124,12,57,458,56,59,131,91,2655
AlexNet,10,0,89,26,100,2019-03-31 18:44,0.28924388572817944,0.8962602459016393,0.0025,sgd,cross_entropy,1357,47,18,72,38,2504,111,114,11,53,475,59,63,116,95,2662
AlexNet,10,0,89,27,100,2019-03-31 18:47,0.2833364517962346,0.8992059426229508,0.0025,sgd,cross_entropy,1371,52,24,72,30,2497,120,112,7,53,473,43,61,118,82,2680
AlexNet,10,0,89,28,100,2019-03-31 18:51,0.2865645299192335,0.8960040983606558,0.0025,sgd,cross_entropy,1359,42,24,67,42,2502,105,109,6,57,472,68,62,119,98,2663
AlexNet,10,0,89,29,100,2019-03-31 18:54,0.2708571074438877,0.9042008196721312,0.0025,sgd,cross_entropy,1385,46,25,68,20,2511,104,110,9,57,484,49,55,106,86,2680
AlexNet,10,0,89,30,100,2019-03-31 18:58,0.27637562986280095,0.9034323770491803,0.0025,sgd,cross_entropy,1374,47,27,65,30,2515,99,108,10,50,486,55,55,108,87,2679
AlexNet,10,0,89,31,100,2019-03-31 19:02,0.27542677081999234,0.9030481557377049,0.0025,sgd,cross_entropy,1371,45,22,75,28,2511,105,106,6,54,491,48,64,110,81,2678
AlexNet,10,0,89,32,100,2019-03-31 19:05,0.26944873372062306,0.9008709016393442,0.0025,sgd,cross_entropy,1374,50,28,67,33,2495,91,103,10,62,484,56,52,113,96,2681
AlexNet,10,0,89,33,100,2019-03-31 19:09,0.2694595211842021,0.9003586065573771,0.0025,sgd,cross_entropy,1366,39,25,62,33,2508,108,124,10,43,490,55,60,130,76,2666
AlexNet,10,0,89,34,100,2019-03-31 19:12,0.26967921022508967,0.9016393442622951,0.0025,sgd,cross_entropy,1376,44,21,71,37,2507,103,110,8,50,486,55,48,119,89,2671
AlexNet,10,0,89,35,100,2019-03-31 19:16,0.2592266114031682,0.9097079918032787,0.0025,sgd,cross_entropy,1380,45,18,63,23,2518,84,105,7,47,513,47,59,110,84,2692
AlexNet,10,0,89,36,100,2019-03-31 19:19,0.25731946601242317,0.9045850409836066,0.0025,sgd,cross_entropy,1367,45,24,65,38,2512,100,103,6,54,496,51,58,109,79,2688
AlexNet,10,0,89,37,100,2019-03-31 19:23,0.25165809568811637,0.9077868852459017,0.0025,sgd,cross_entropy,1375,48,23,62,34,2521,92,111,7,52,513,55,53,99,71,2679
AlexNet,10,0,89,38,100,2019-03-31 19:26,0.2525979808119477,0.9104764344262295,0.0025,sgd,cross_entropy,1377,47,21,55,29,2528,99,102,11,44,502,48,52,101,77,2702
AlexNet,10,0,89,39,100,2019-03-31 19:30,0.24813512895928055,0.9115010245901639,0.0025,sgd,cross_entropy,1380,45,24,60,27,2522,85,102,6,50,519,49,56,103,71,2696
AlexNet,10,0,89,40,100,2019-03-31 19:33,0.24552790845026734,0.9138063524590164,0.00125,sgd,cross_entropy,1381,42,19,68,28,2535,82,93,6,46,524,51,54,97,74,2695
AlexNet,10,0,89,41,100,2019-03-31 19:37,0.25325681342453255,0.9116290983606558,0.00125,sgd,cross_entropy,1384,36,17,71,30,2529,91,89,12,48,507,49,43,107,84,2698
AlexNet,10,0,89,42,100,2019-03-31 19:40,0.2404438081334849,0.9150870901639344,0.00125,sgd,cross_entropy,1380,44,20,64,35,2539,80,97,5,44,522,42,49,93,77,2704
AlexNet,10,0,89,43,100,2019-03-31 19:44,0.24091093657446688,0.9132940573770492,0.00125,sgd,cross_entropy,1384,41,27,62,25,2537,75,107,9,47,517,45,51,95,80,2693
AlexNet,10,0,89,44,100,2019-03-31 19:47,0.23914543527071594,0.9125256147540983,0.00125,sgd,cross_entropy,1384,38,26,64,31,2532,82,90,8,51,515,59,46,99,76,2694
AlexNet,10,0,89,45,100,2019-03-31 19:51,0.23586934511778784,0.9164959016393442,0.00125,sgd,cross_entropy,1381,45,19,54,26,2546,79,95,8,33,525,54,54,96,76,2704
AlexNet,10,0,89,46,100,2019-03-31 19:54,0.2431134864932201,0.9125256147540983,0.00125,sgd,cross_entropy,1376,46,19,60,28,2525,88,108,12,48,524,39,53,101,68,2700
