model,fz_depth,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
AlexNet,13,1,100,2019-02-27 14:24,1.3390501636569783,0.3788400423728814,0.001,sgd,cross_entropy,29,42,16,25,1042,2118,914,1243,110,257,103,203,261,384,173,611
AlexNet,13,2,100,2019-02-27 14:28,1.290188417596332,0.4536546610169492,0.001,sgd,cross_entropy,0,0,0,0,1203,2474,1027,1130,0,0,0,0,239,327,179,952
AlexNet,13,3,100,2019-02-27 14:30,1.272695509053893,0.4633209745762712,0.001,sgd,cross_entropy,0,0,0,0,1083,2397,948,980,0,0,0,0,359,404,258,1102
AlexNet,13,4,100,2019-02-27 14:33,1.2599518339512712,0.4773569915254237,0.001,sgd,cross_entropy,3,0,0,0,1046,2411,935,891,0,0,0,0,393,390,271,1191
AlexNet,13,5,100,2019-02-27 14:35,1.2495397794044625,0.4927171610169492,0.001,sgd,cross_entropy,140,18,9,22,951,2390,954,869,0,0,0,0,351,393,243,1191
AlexNet,13,6,100,2019-02-27 14:38,1.2412502482786016,0.5131091101694916,0.001,sgd,cross_entropy,368,86,47,84,778,2344,934,835,0,0,0,0,296,371,225,1163
AlexNet,13,7,100,2019-02-27 14:40,1.2338225801112288,0.5203919491525424,0.001,sgd,cross_entropy,434,130,75,111,736,2320,881,795,0,0,0,0,272,351,250,1176
AlexNet,13,8,100,2019-02-27 14:43,1.227305913375596,0.5180084745762712,0.001,sgd,cross_entropy,469,147,105,149,691,2289,867,779,0,0,0,0,282,365,234,1154
AlexNet,13,9,100,2019-02-27 14:47,1.2258188280008606,0.517478813559322,0.001,sgd,cross_entropy,492,171,117,160,685,2278,848,784,0,0,0,0,265,352,241,1138
AlexNet,13,10,100,2019-02-27 14:50,1.2209369206832628,0.5219809322033898,0.001,sgd,cross_entropy,490,182,130,168,680,2283,835,745,0,0,0,0,272,336,241,1169
AlexNet,13,11,100,2019-02-27 14:53,1.2175276158219677,0.5254237288135594,0.001,sgd,cross_entropy,545,201,132,155,665,2268,824,772,0,0,0,0,232,332,250,1155
AlexNet,13,12,100,2019-02-27 14:57,1.214773145772643,0.5239671610169492,0.001,sgd,cross_entropy,524,186,140,170,681,2301,831,780,0,0,0,0,237,314,235,1132
AlexNet,13,13,100,2019-02-27 15:00,1.2106041342525158,0.5307203389830508,0.001,sgd,cross_entropy,570,211,143,184,631,2260,832,720,0,0,0,0,241,330,231,1178
AlexNet,13,14,100,2019-02-27 15:04,1.2078986733646717,0.533103813559322,0.001,sgd,cross_entropy,570,210,147,196,640,2277,835,707,0,0,0,0,232,314,224,1179
AlexNet,13,15,100,2019-02-27 15:10,1.2073613829531913,0.533103813559322,0.001,sgd,cross_entropy,574,199,142,214,647,2267,807,683,0,0,0,0,221,335,257,1185
AlexNet,13,16,100,2019-02-27 15:18,1.206554736121226,0.5315148305084746,0.001,sgd,cross_entropy,609,217,155,188,617,2255,805,744,0,0,0,0,216,329,246,1150
AlexNet,13,17,100,2019-02-27 15:27,1.2036984977075609,0.5346927966101694,0.001,sgd,cross_entropy,611,243,151,197,635,2240,810,698,0,0,0,0,196,318,245,1187
AlexNet,13,18,100,2019-02-27 15:35,1.201624207577463,0.5415783898305084,0.001,sgd,cross_entropy,604,225,165,179,633,2274,806,691,0,0,0,0,205,302,235,1212
AlexNet,13,19,100,2019-02-27 15:43,1.2025154243081302,0.536281779661017,0.001,sgd,cross_entropy,631,244,161,195,615,2243,780,711,0,0,0,0,196,314,265,1176
AlexNet,13,20,100,2019-02-27 15:51,1.1977276559603416,0.5430349576271186,0.001,sgd,cross_entropy,637,226,176,199,604,2258,804,677,0,0,0,0,201,317,226,1206
AlexNet,13,21,100,2019-02-27 16:00,1.1992254742121293,0.5394597457627118,0.001,sgd,cross_entropy,622,229,139,195,604,2251,809,686,0,0,0,0,216,321,258,1201
AlexNet,13,22,100,2019-02-27 16:08,1.1933271763688427,0.5476694915254238,0.001,sgd,cross_entropy,637,218,143,201,603,2313,825,695,0,0,0,0,202,270,238,1186
AlexNet,13,23,100,2019-02-27 16:16,1.196401175806078,0.5432997881355932,0.001,sgd,cross_entropy,638,232,145,195,607,2276,816,698,0,0,0,0,197,293,245,1189
AlexNet,13,24,100,2019-02-27 16:24,1.1931447174589513,0.543697033898305,0.001,sgd,cross_entropy,654,230,131,206,607,2278,809,702,0,0,0,0,181,293,266,1174
AlexNet,13,25,100,2019-02-27 16:32,1.1951315928313693,0.5452860169491526,0.001,sgd,cross_entropy,660,214,139,195,603,2263,814,692,0,0,0,0,179,324,253,1195
AlexNet,13,26,100,2019-02-27 16:40,1.1911963769945049,0.5474046610169492,0.001,sgd,cross_entropy,657,229,155,195,606,2272,784,682,0,0,0,0,179,300,267,1205
AlexNet,13,27,100,2019-02-27 16:48,1.1880244885460804,0.5517743644067796,0.001,sgd,cross_entropy,686,234,158,213,566,2267,778,655,0,0,0,0,190,300,270,1214
AlexNet,13,28,100,2019-02-27 16:56,1.190304901640294,0.5517743644067796,0.001,sgd,cross_entropy,681,220,144,195,567,2295,808,696,0,0,0,0,194,286,254,1191
AlexNet,13,29,100,2019-02-27 17:04,1.1900427866790255,0.5447563559322034,0.001,sgd,cross_entropy,680,224,147,215,584,2255,792,688,0,0,0,0,178,322,267,1179
AlexNet,13,30,100,2019-02-27 17:12,1.191839444435249,0.5444915254237288,0.001,sgd,cross_entropy,687,247,144,204,562,2236,800,689,0,0,0,0,193,318,262,1189
AlexNet,13,31,100,2019-02-27 17:20,1.1868266736046742,0.5520391949152542,0.001,sgd,cross_entropy,669,211,144,178,571,2282,796,686,0,0,0,0,202,308,266,1218
AlexNet,13,32,100,2019-02-27 17:28,1.1884434586864407,0.5507150423728814,0.001,sgd,cross_entropy,668,245,155,190,570,2267,792,668,0,0,0,0,204,289,259,1224
AlexNet,13,33,100,2019-02-27 17:37,1.1877838393389168,0.5467425847457628,0.001,sgd,cross_entropy,705,251,171,205,560,2228,775,681,0,0,0,0,177,322,260,1196
AlexNet,13,34,100,2019-02-27 17:45,1.1858066623493777,0.5488612288135594,0.001,sgd,cross_entropy,655,216,136,186,577,2274,823,680,0,0,0,0,210,311,247,1216
AlexNet,13,35,100,2019-02-27 17:53,1.185816490044028,0.5527012711864406,0.001,sgd,cross_entropy,672,249,140,182,560,2256,801,654,0,0,0,0,210,296,265,1246
AlexNet,13,36,100,2019-02-27 18:01,1.1869628389002913,0.5485963983050848,0.001,sgd,cross_entropy,658,217,139,180,573,2267,807,684,0,0,0,0,211,317,260,1218
AlexNet,13,37,100,2019-02-27 18:09,1.1853049326751193,0.5503177966101694,0.001,sgd,cross_entropy,653,233,130,197,584,2266,808,648,0,0,0,0,205,302,268,1237
AlexNet,13,38,100,2019-02-27 18:18,1.1838034936937236,0.5499205508474576,0.001,sgd,cross_entropy,698,244,145,177,562,2250,795,700,0,0,0,0,182,307,266,1205
