model,fz_depth,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
AlexNet,8,1,100,2019-02-27 14:43,1.3074453735351563,0.42625,0.001,sgd,cross_entropy,0,0,0,0,444,1644,640,1204,39,109,41,98,211,568,335,1043
AlexNet,8,2,100,2019-02-27 14:47,1.2543699645996094,0.50234375,0.001,sgd,cross_entropy,0,0,0,0,306,1627,442,757,0,0,0,0,388,694,574,1588
AlexNet,8,3,100,2019-02-27 14:51,1.2249346160888672,0.529375,0.001,sgd,cross_entropy,0,0,0,0,292,1722,414,679,0,0,0,0,402,599,602,1666
AlexNet,8,4,100,2019-02-27 14:56,1.20457275390625,0.5534375,0.001,sgd,cross_entropy,0,0,0,0,275,1760,397,563,0,0,0,0,419,561,619,1782
AlexNet,8,5,100,2019-02-27 15:00,1.1848037719726563,0.5696875,0.001,sgd,cross_entropy,0,0,0,0,301,1773,361,472,0,0,0,0,393,548,655,1873
AlexNet,8,6,100,2019-02-27 15:05,1.1706831359863281,0.5825,0.001,sgd,cross_entropy,0,0,0,0,293,1811,353,428,0,0,0,0,401,510,663,1917
AlexNet,8,7,100,2019-02-27 15:14,1.1655382537841796,0.57828125,0.001,sgd,cross_entropy,0,0,0,0,275,1801,369,445,0,0,0,0,419,520,647,1900
AlexNet,8,8,100,2019-02-27 15:25,1.15426513671875,0.59234375,0.001,sgd,cross_entropy,0,0,0,0,307,1832,375,386,0,0,0,0,387,489,641,1959
AlexNet,8,9,100,2019-02-27 15:36,1.1507297515869142,0.5940625,0.001,sgd,cross_entropy,0,0,0,0,302,1848,394,391,0,0,0,0,392,473,622,1954
AlexNet,8,10,100,2019-02-27 15:46,1.1485167694091798,0.59484375,0.001,sgd,cross_entropy,0,0,0,0,294,1846,389,384,0,0,0,0,400,475,627,1961
AlexNet,8,11,100,2019-02-27 15:56,1.1431097412109374,0.59953125,0.001,sgd,cross_entropy,0,0,0,0,275,1856,371,364,0,0,0,0,419,465,645,1981
AlexNet,8,12,100,2019-02-27 16:06,1.1398308563232422,0.6025,0.001,sgd,cross_entropy,0,0,0,0,296,1894,392,383,0,0,0,0,398,427,624,1962
AlexNet,8,13,100,2019-02-27 16:16,1.133702850341797,0.6059375,0.001,sgd,cross_entropy,0,0,0,0,316,1895,410,362,0,0,0,0,378,426,606,1983
AlexNet,8,14,100,2019-02-27 16:27,1.1297115325927733,0.611875,0.001,sgd,cross_entropy,0,0,0,0,291,1916,401,345,0,0,0,0,403,405,615,2000
AlexNet,8,15,100,2019-02-27 16:37,1.131769027709961,0.60609375,0.001,sgd,cross_entropy,0,0,0,0,285,1906,407,372,0,0,0,0,409,415,609,1973
AlexNet,8,16,100,2019-02-27 16:47,1.1260270690917968,0.61734375,0.001,sgd,cross_entropy,0,0,0,0,303,1953,441,347,0,0,0,0,391,368,575,1998
AlexNet,8,17,100,2019-02-27 16:57,1.1219537353515625,0.6175,0.001,sgd,cross_entropy,0,0,0,0,298,1960,430,353,0,0,0,0,396,361,586,1992
AlexNet,8,18,100,2019-02-27 17:06,1.120366668701172,0.61859375,0.001,sgd,cross_entropy,0,0,0,0,293,1974,433,360,0,0,0,0,401,347,583,1985
AlexNet,8,19,100,2019-02-27 17:16,1.1218123626708985,0.61796875,0.001,sgd,cross_entropy,0,0,0,0,291,1952,426,342,0,0,0,0,403,369,590,2003
AlexNet,8,20,100,2019-02-27 17:26,1.1193761444091797,0.620625,0.001,sgd,cross_entropy,0,0,0,0,307,1960,428,333,0,0,0,0,387,361,588,2012
AlexNet,8,21,100,2019-02-27 17:36,1.1187612915039062,0.62046875,0.001,sgd,cross_entropy,0,0,0,0,278,1950,429,324,0,0,0,0,416,371,587,2021
AlexNet,8,22,100,2019-02-27 17:47,1.1215398406982422,0.6184375,0.001,sgd,cross_entropy,0,0,0,0,304,1954,432,341,0,0,0,0,390,367,584,2004
AlexNet,8,23,100,2019-02-27 17:57,1.115916976928711,0.62359375,0.001,sgd,cross_entropy,0,0,0,0,292,1974,431,328,0,0,0,0,402,347,585,2017
AlexNet,8,24,100,2019-02-27 18:07,1.1154124450683593,0.62203125,0.001,sgd,cross_entropy,0,0,0,0,306,1982,429,346,0,0,0,0,388,339,587,1999
AlexNet,8,25,100,2019-02-27 18:17,1.1125872039794922,0.62453125,0.001,sgd,cross_entropy,0,0,0,0,315,1969,420,317,0,0,0,0,379,352,596,2028
AlexNet,8,26,100,2019-02-27 18:27,1.114109420776367,0.625625,0.001,sgd,cross_entropy,0,0,0,0,295,1993,424,334,0,0,0,0,399,328,592,2011
AlexNet,8,27,100,2019-02-27 18:38,1.1163084411621094,0.619375,0.001,sgd,cross_entropy,0,0,0,0,308,1958,448,339,0,0,0,0,386,363,568,2006
AlexNet,8,28,100,2019-02-27 18:48,1.1072303009033204,0.633125,0.001,sgd,cross_entropy,0,0,0,0,292,2001,414,294,0,0,0,0,402,320,602,2051
AlexNet,8,29,100,2019-02-27 18:58,1.1072312164306641,0.63375,0.001,sgd,cross_entropy,0,0,0,0,288,1987,438,276,0,0,0,0,406,334,578,2069
AlexNet,8,30,100,2019-02-27 19:08,1.1093981170654297,0.62953125,0.001,sgd,cross_entropy,0,0,0,0,306,2025,423,341,0,0,0,0,388,296,593,2004
AlexNet,8,31,100,2019-02-27 19:18,1.1116556549072265,0.62453125,0.001,sgd,cross_entropy,0,0,0,0,300,1974,415,322,0,0,0,0,394,347,601,2023
AlexNet,8,32,100,2019-02-27 19:29,1.106027603149414,0.6334375,0.001,sgd,cross_entropy,0,0,0,0,316,2013,435,304,0,0,0,0,378,308,581,2041
AlexNet,8,33,100,2019-02-27 19:39,1.1078285217285155,0.62703125,0.001,sgd,cross_entropy,0,0,0,0,276,1977,413,309,0,0,0,0,418,344,603,2036
AlexNet,8,34,100,2019-02-27 19:49,1.1058634948730468,0.63484375,0.001,sgd,cross_entropy,0,0,0,0,288,2022,425,304,0,0,0,0,406,299,591,2041
AlexNet,8,35,100,2019-02-27 19:58,1.1054261779785157,0.63109375,0.001,sgd,cross_entropy,0,0,0,0,283,2014,414,320,0,0,0,0,411,307,602,2025
AlexNet,8,36,100,2019-02-27 20:11,1.1084657287597657,0.630625,0.001,sgd,cross_entropy,0,0,0,0,281,1996,452,305,0,0,0,0,413,325,564,2040
AlexNet,8,37,100,2019-02-27 20:25,1.1006131744384766,0.63640625,0.001,sgd,cross_entropy,0,0,0,0,307,2028,434,300,0,0,0,0,387,293,582,2045
AlexNet,8,38,100,2019-02-27 20:41,1.1034313201904298,0.63078125,0.001,sgd,cross_entropy,0,0,0,0,319,2004,426,312,0,0,0,0,375,317,590,2033
AlexNet,8,39,100,2019-02-27 20:56,1.1057684326171875,0.63203125,0.001,sgd,cross_entropy,0,0,0,0,303,1991,458,291,0,0,0,0,391,330,558,2054
