model,fz_depth,data_aug,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
AlexNet,8,0,101,18,100,2019-03-31 18:07,0.18554944914530933,0.9376270325203252,0.005,sgd,cross_entropy,1343,16,17,28,11,2580,60,63,9,35,903,59,26,65,81,2555
AlexNet,8,0,101,19,100,2019-03-31 18:11,0.1845738635799749,0.9348323170731707,0.005,sgd,cross_entropy,1331,15,15,31,17,2567,64,67,11,45,902,48,30,69,80,2559
AlexNet,8,0,101,20,100,2019-03-31 18:15,0.16793308413125635,0.9406758130081301,0.0025,sgd,cross_entropy,1337,10,17,24,16,2580,62,69,4,31,920,44,32,75,62,2568
AlexNet,8,0,101,21,100,2019-03-31 18:18,0.16396181370184673,0.944359756097561,0.0025,sgd,cross_entropy,1346,16,18,23,10,2585,56,63,5,30,923,39,28,65,64,2580
AlexNet,8,0,101,22,100,2019-03-31 18:22,0.16106510937698487,0.9447408536585366,0.0025,sgd,cross_entropy,1342,9,19,23,14,2589,64,61,8,28,922,37,25,70,56,2584
AlexNet,8,0,101,23,100,2019-03-31 18:25,0.15484309002635924,0.9467733739837398,0.0025,sgd,cross_entropy,1340,12,11,24,13,2594,47,66,7,34,937,33,29,56,66,2582
AlexNet,8,0,101,24,100,2019-03-31 18:29,0.15712919467832984,0.9448678861788617,0.0025,sgd,cross_entropy,1340,12,13,26,15,2589,53,54,9,29,929,45,25,66,66,2580
AlexNet,8,0,101,25,100,2019-03-31 18:32,0.14956331640724244,0.9496951219512195,0.0025,sgd,cross_entropy,1350,12,16,27,12,2603,54,50,8,25,929,34,19,56,62,2594
AlexNet,8,0,101,26,100,2019-03-31 18:36,0.1474009723198123,0.9488058943089431,0.0025,sgd,cross_entropy,1344,9,13,28,12,2598,51,61,8,30,946,35,25,59,51,2581
AlexNet,8,0,101,27,100,2019-03-31 18:40,0.1435149433167,0.9505843495934959,0.0025,sgd,cross_entropy,1344,13,17,25,12,2607,39,59,7,25,948,37,26,51,57,2584
AlexNet,8,0,101,28,100,2019-03-31 18:43,0.13957143023731264,0.9498221544715447,0.0025,sgd,cross_entropy,1340,13,15,22,12,2599,47,54,9,26,945,36,28,58,54,2593
AlexNet,8,0,101,29,100,2019-03-31 18:47,0.1372737419314501,0.9532520325203252,0.0025,sgd,cross_entropy,1347,11,10,22,10,2611,48,46,10,23,952,43,22,51,51,2594
AlexNet,8,0,101,30,100,2019-03-31 18:50,0.13290616167270072,0.9521087398373984,0.0025,sgd,cross_entropy,1354,10,16,18,6,2593,52,45,11,32,942,36,18,61,51,2606
AlexNet,8,0,101,31,100,2019-03-31 18:54,0.1326567642087859,0.952489837398374,0.0025,sgd,cross_entropy,1354,9,19,12,8,2604,46,58,10,31,937,32,17,52,59,2603
AlexNet,8,0,101,32,100,2019-03-31 18:57,0.13182543932906982,0.953760162601626,0.0025,sgd,cross_entropy,1347,11,10,23,9,2602,47,51,11,20,954,26,22,63,50,2605
AlexNet,8,0,101,33,100,2019-03-31 19:01,0.12708043664451538,0.9556656504065041,0.0025,sgd,cross_entropy,1348,8,14,17,14,2603,39,49,5,26,962,29,22,59,46,2610
AlexNet,8,0,101,34,100,2019-03-31 19:05,0.1247554561956142,0.9573170731707317,0.0025,sgd,cross_entropy,1356,9,16,19,8,2609,44,42,6,29,954,27,19,49,47,2617
AlexNet,8,0,101,35,100,2019-03-31 19:08,0.12166665240031917,0.958714430894309,0.0025,sgd,cross_entropy,1360,12,15,21,6,2611,37,47,3,26,964,25,20,47,45,2612
AlexNet,8,0,101,36,100,2019-03-31 19:12,0.12003638104694646,0.9561737804878049,0.0025,sgd,cross_entropy,1346,6,9,23,9,2610,44,43,7,25,962,30,27,55,46,2609
AlexNet,8,0,101,37,100,2019-03-31 19:15,0.12093999133846624,0.9589684959349594,0.0025,sgd,cross_entropy,1357,9,12,18,10,2619,44,51,8,24,966,29,14,44,39,2607
AlexNet,8,0,101,38,100,2019-03-31 19:19,0.1186507000186579,0.9574441056910569,0.0025,sgd,cross_entropy,1355,5,12,17,12,2619,46,47,8,25,959,37,14,47,44,2604
AlexNet,8,0,101,39,100,2019-03-31 19:22,0.11387346624358882,0.9607469512195121,0.0025,sgd,cross_entropy,1359,8,12,18,6,2620,38,46,5,29,968,25,19,39,43,2616
AlexNet,8,0,101,40,100,2019-03-31 19:26,0.10923649237407901,0.9632876016260162,0.00125,sgd,cross_entropy,1365,8,6,16,5,2621,34,44,4,17,982,30,15,50,39,2615
AlexNet,8,0,101,41,100,2019-03-31 19:29,0.109520377182379,0.963160569105691,0.00125,sgd,cross_entropy,1361,6,8,12,7,2631,35,44,5,15,971,30,16,44,47,2619
AlexNet,8,0,101,42,100,2019-03-31 19:33,0.10625577166797669,0.9640497967479674,0.00125,sgd,cross_entropy,1362,6,9,14,7,2619,33,39,5,24,977,21,15,47,42,2631
AlexNet,8,0,101,43,100,2019-03-31 19:36,0.10689134520243823,0.9630335365853658,0.00125,sgd,cross_entropy,1353,9,9,19,13,2621,33,38,3,24,980,21,20,42,39,2627
AlexNet,8,0,101,44,100,2019-03-31 19:40,0.10883633683367473,0.9636686991869918,0.00125,sgd,cross_entropy,1360,13,12,13,8,2625,31,43,9,15,980,28,12,43,38,2621
AlexNet,8,0,101,45,100,2019-03-31 19:44,0.10531239393280774,0.962525406504065,0.00125,sgd,cross_entropy,1358,8,12,12,10,2623,29,52,7,18,976,21,14,47,44,2620
AlexNet,8,0,101,46,100,2019-03-31 19:47,0.10666446375653027,0.9648119918699187,0.00125,sgd,cross_entropy,1356,8,12,15,10,2633,32,47,4,19,987,24,19,36,30,2619
AlexNet,8,0,101,47,100,2019-03-31 19:51,0.1056903358397445,0.9629065040650406,0.00125,sgd,cross_entropy,1365,8,8,20,3,2628,36,41,5,18,972,29,16,42,45,2615
AlexNet,8,0,101,48,100,2019-03-31 19:54,0.10025613676241743,0.9664634146341463,0.00125,sgd,cross_entropy,1364,12,15,14,6,2634,29,42,7,15,983,22,12,35,34,2627
