model,fz_depth,data_aug,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
AlexNet,3,0,52,23,100,2019-03-31 18:14,0.04992260573045263,0.9796580188679245,0.0025,sgd,cross_entropy,445,4,1,11,4,2786,13,16,4,2,929,5,5,19,13,2486
AlexNet,3,0,52,24,100,2019-03-31 18:18,0.04969056597295797,0.9796580188679245,0.0025,sgd,cross_entropy,444,2,3,4,7,2784,16,20,3,11,929,5,4,14,8,2489
AlexNet,3,0,52,25,100,2019-03-31 18:21,0.050325744556930826,0.9780365566037735,0.0025,sgd,cross_entropy,441,5,3,5,4,2781,21,14,2,10,921,7,11,15,11,2492
AlexNet,3,0,52,26,100,2019-03-31 18:25,0.045920210064582107,0.980247641509434,0.0025,sgd,cross_entropy,443,0,4,5,4,2790,11,19,6,3,933,10,5,18,8,2484
AlexNet,3,0,52,27,100,2019-03-31 18:28,0.04268357438861199,0.9820165094339622,0.0025,sgd,cross_entropy,450,3,2,11,3,2789,15,10,1,6,929,3,4,13,10,2494
AlexNet,3,0,52,28,100,2019-03-31 18:32,0.044233834968422946,0.9784787735849056,0.0025,sgd,cross_entropy,444,2,5,4,5,2788,14,25,3,6,926,9,6,15,11,2480
AlexNet,3,0,52,29,100,2019-03-31 18:35,0.044619150881497364,0.9798054245283019,0.0025,sgd,cross_entropy,440,3,4,7,4,2786,11,17,6,8,932,5,8,14,9,2489
AlexNet,3,0,52,30,100,2019-03-31 18:39,0.03840726726460007,0.9821639150943396,0.0025,sgd,cross_entropy,449,2,3,4,3,2793,10,17,2,4,934,10,4,12,9,2487
AlexNet,3,0,52,31,100,2019-03-31 18:42,0.03978849806875553,0.9817216981132075,0.0025,sgd,cross_entropy,443,6,2,5,5,2789,9,14,2,7,936,7,8,9,9,2492
AlexNet,3,0,52,32,100,2019-03-31 18:46,0.038931333793784086,0.9827535377358491,0.0025,sgd,cross_entropy,451,0,4,6,3,2789,12,15,1,9,935,5,3,13,5,2492
AlexNet,3,0,52,33,100,2019-03-31 18:50,0.03872560555080198,0.9818691037735849,0.0025,sgd,cross_entropy,448,4,3,6,4,2788,15,14,2,6,932,5,4,13,6,2493
AlexNet,3,0,52,34,100,2019-03-31 18:53,0.03725796825480911,0.9821639150943396,0.0025,sgd,cross_entropy,451,1,3,5,3,2791,13,11,2,7,925,6,2,12,15,2496
AlexNet,3,0,52,35,100,2019-03-31 18:57,0.03747718963982924,0.9811320754716981,0.0025,sgd,cross_entropy,447,4,4,7,4,2785,12,15,3,10,934,6,4,12,6,2490
AlexNet,3,0,52,36,100,2019-03-31 19:00,0.03706730311771609,0.9818691037735849,0.0025,sgd,cross_entropy,446,2,4,5,5,2790,10,14,2,9,933,7,5,10,9,2492
AlexNet,3,0,52,37,100,2019-03-31 19:04,0.03604245635698426,0.9824587264150944,0.0025,sgd,cross_entropy,446,4,1,5,5,2787,12,13,2,7,936,4,5,13,7,2496
AlexNet,3,0,52,38,100,2019-03-31 19:07,0.032418797600944085,0.9842275943396226,0.0025,sgd,cross_entropy,448,4,2,7,2,2792,10,10,2,3,939,3,6,12,5,2498
AlexNet,3,0,52,39,100,2019-03-31 19:11,0.03124497746521572,0.9842275943396226,0.0025,sgd,cross_entropy,447,3,4,5,5,2791,5,6,2,6,937,5,4,11,10,2502
AlexNet,3,0,52,40,100,2019-03-31 19:14,0.0276995155046571,0.9868808962264151,0.00125,sgd,cross_entropy,452,4,2,4,5,2796,6,9,0,2,945,3,1,9,3,2502
AlexNet,3,0,52,41,100,2019-03-31 19:18,0.027877243059986043,0.9868808962264151,0.00125,sgd,cross_entropy,451,1,0,6,2,2797,2,9,2,1,948,4,3,12,6,2499
AlexNet,3,0,52,42,100,2019-03-31 19:21,0.027307496880585293,0.9868808962264151,0.00125,sgd,cross_entropy,450,3,2,4,4,2800,8,8,1,4,941,2,3,4,5,2504
AlexNet,3,0,52,43,100,2019-03-31 19:25,0.02857807897171884,0.9845224056603774,0.00125,sgd,cross_entropy,445,3,2,6,4,2798,7,11,3,3,939,4,6,7,8,2497
AlexNet,3,0,52,44,100,2019-03-31 19:29,0.02726506512120085,0.9854068396226415,0.00125,sgd,cross_entropy,449,4,2,7,4,2800,9,11,2,0,939,3,3,7,6,2497
AlexNet,3,0,52,45,100,2019-03-31 19:32,0.025671864455600955,0.9871757075471698,0.00125,sgd,cross_entropy,451,1,2,3,4,2795,6,6,2,6,944,2,1,9,4,2507
AlexNet,3,0,52,46,100,2019-03-31 19:36,0.027565227364594082,0.9852594339622641,0.00125,sgd,cross_entropy,449,3,4,5,5,2796,10,8,0,2,940,6,4,10,2,2499
AlexNet,3,0,52,47,100,2019-03-31 19:39,0.02489461763849798,0.9867334905660378,0.00125,sgd,cross_entropy,451,1,0,3,3,2795,4,6,0,4,945,6,4,11,7,2503
AlexNet,3,0,52,48,100,2019-03-31 19:43,0.024678923049063054,0.9870283018867925,0.00125,sgd,cross_entropy,451,1,2,3,4,2800,9,9,1,2,940,1,2,8,5,2505
AlexNet,3,0,52,49,100,2019-03-31 19:46,0.025453895892737048,0.9874705188679245,0.00125,sgd,cross_entropy,451,2,2,5,4,2798,8,4,1,5,942,1,2,6,4,2508
AlexNet,3,0,52,50,100,2019-03-31 19:50,0.024034137995737902,0.9862912735849056,0.00125,sgd,cross_entropy,452,4,2,3,2,2796,7,9,2,2,940,3,2,9,7,2503
AlexNet,3,0,52,51,100,2019-03-31 19:53,0.0232890821852774,0.9876179245283019,0.00125,sgd,cross_entropy,449,1,1,3,3,2801,5,4,2,1,944,5,4,8,6,2506
