model,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet3,159,1,100,2019-04-01 16:27,1.1035183246319111,0.5087740384615385,0.005,sgd,cross_entropy,245,96,36,85,451,1427,564,708,51,53,59,55,484,1077,402,2502
MaunaNet3,159,2,100,2019-04-01 16:30,1.0070152869591347,0.5628605769230769,0.005,sgd,cross_entropy,379,112,55,69,355,1555,502,620,93,99,157,69,404,887,347,2592
MaunaNet3,159,3,100,2019-04-01 16:33,0.930760016808143,0.6114182692307693,0.005,sgd,cross_entropy,534,106,57,74,267,1633,437,556,84,117,268,68,346,797,299,2652
MaunaNet3,159,4,100,2019-04-01 16:36,0.8706832885742187,0.6491586538461539,0.005,sgd,cross_entropy,643,125,58,89,209,1704,387,486,67,131,347,68,312,693,269,2707
MaunaNet3,159,5,100,2019-04-01 16:39,0.8287359971266527,0.6766826923076923,0.005,sgd,cross_entropy,716,134,62,107,180,1765,335,431,64,130,404,67,271,624,260,2745
MaunaNet3,159,6,100,2019-04-01 16:41,0.7876974252554086,0.6984375,0.005,sgd,cross_entropy,791,112,60,114,135,1828,335,401,56,140,434,77,249,573,232,2758
MaunaNet3,159,7,100,2019-04-01 16:43,0.747056873028095,0.7169471153846154,0.005,sgd,cross_entropy,802,127,61,105,132,1857,325,326,41,134,461,74,256,535,214,2845
MaunaNet3,159,8,100,2019-04-01 16:45,0.7192906306340144,0.7304086538461538,0.005,sgd,cross_entropy,837,129,65,114,110,1914,305,341,41,132,484,53,243,478,207,2842
MaunaNet3,159,9,100,2019-04-01 16:47,0.6899256779597356,0.7508413461538461,0.005,sgd,cross_entropy,862,114,51,103,108,1978,288,293,29,140,523,70,232,421,199,2884
MaunaNet3,159,10,100,2019-04-01 16:49,0.6149345984825721,0.7932692307692307,0.0005,sgd,cross_entropy,907,100,46,96,87,2121,278,209,28,129,580,53,209,303,157,2992
MaunaNet3,159,11,100,2019-04-01 16:51,0.5916509188138521,0.8116586538461539,0.0005,sgd,cross_entropy,953,105,57,87,71,2152,251,161,15,130,590,44,192,266,163,3058
MaunaNet3,159,12,100,2019-04-01 16:53,0.5878348130446214,0.8061298076923077,0.0005,sgd,cross_entropy,934,113,56,102,62,2132,240,174,19,118,605,38,216,290,160,3036
MaunaNet3,159,13,100,2019-04-01 16:56,0.5772592397836539,0.8162259615384615,0.0005,sgd,cross_entropy,939,101,52,79,77,2183,245,163,13,115,597,36,202,254,167,3072
MaunaNet3,159,14,100,2019-04-01 16:58,0.5740273695725661,0.8173076923076923,0.0005,sgd,cross_entropy,948,104,59,91,67,2158,220,150,17,119,628,43,199,272,154,3066
MaunaNet3,159,15,100,2019-04-01 17:00,0.5655286935659555,0.8179086538461539,0.0005,sgd,cross_entropy,945,111,44,87,73,2181,248,155,11,113,614,43,202,248,155,3065
MaunaNet3,159,16,100,2019-04-01 17:02,0.5611666165865384,0.8221153846153846,0.0005,sgd,cross_entropy,947,104,45,95,68,2210,236,157,21,100,620,35,195,239,160,3063
MaunaNet3,159,17,100,2019-04-01 17:04,0.5537617023174579,0.8245192307692307,0.0005,sgd,cross_entropy,966,114,51,88,63,2189,225,156,22,102,639,40,180,248,146,3066
MaunaNet3,159,18,100,2019-04-01 17:06,0.546394758958083,0.8306490384615385,0.0005,sgd,cross_entropy,957,96,46,86,69,2224,228,152,17,107,648,30,188,226,139,3082
MaunaNet3,159,19,100,2019-04-01 17:08,0.5442456758939302,0.8276442307692308,0.0005,sgd,cross_entropy,960,101,50,80,55,2217,233,155,17,97,636,42,199,238,142,3073
MaunaNet3,159,20,100,2019-04-01 17:10,0.5349793067345252,0.833173076923077,5e-05,sgd,cross_entropy,975,101,49,78,64,2248,230,166,16,86,635,32,176,218,147,3074
MaunaNet3,159,21,100,2019-04-01 17:12,0.5367905836838942,0.8334134615384615,5e-05,sgd,cross_entropy,953,95,51,82,66,2257,227,156,19,90,642,30,193,211,141,3082
MaunaNet3,159,22,100,2019-04-01 17:14,0.5308069082406851,0.8389423076923077,5e-05,sgd,cross_entropy,978,105,51,80,55,2253,218,138,22,92,656,39,176,203,136,3093
MaunaNet3,159,23,100,2019-04-01 17:16,0.5316465524526742,0.8341346153846154,5e-05,sgd,cross_entropy,958,98,57,81,62,2246,229,128,23,93,629,34,188,216,146,3107
MaunaNet3,159,24,100,2019-04-01 17:18,0.5305961608886719,0.8371394230769231,5e-05,sgd,cross_entropy,957,100,48,82,65,2263,216,143,23,78,654,34,186,212,143,3091
MaunaNet3,159,25,100,2019-04-01 17:21,0.5313565767728365,0.8349759615384615,5e-05,sgd,cross_entropy,964,96,43,84,60,2251,228,143,17,87,641,32,190,219,149,3091
MaunaNet3,159,26,100,2019-04-01 17:23,0.5294096139761117,0.8367788461538461,5e-05,sgd,cross_entropy,974,100,43,82,52,2245,224,135,21,97,652,42,184,211,142,3091
MaunaNet3,159,27,100,2019-04-01 17:25,0.5300927382249099,0.8371394230769231,5e-05,sgd,cross_entropy,968,101,43,85,62,2249,223,134,22,81,657,40,179,222,138,3091
MaunaNet3,159,28,100,2019-04-01 17:27,0.5284215486966647,0.8418269230769231,5e-05,sgd,cross_entropy,965,101,53,78,57,2264,209,121,14,88,662,38,195,200,137,3113
MaunaNet3,159,29,100,2019-04-01 17:29,0.528465564434345,0.8356971153846153,5e-05,sgd,cross_entropy,960,100,54,82,53,2255,221,137,22,93,642,35,196,205,144,3096
MaunaNet3,159,30,100,2019-04-01 17:31,0.5275072537935697,0.8370192307692308,5e-06,sgd,cross_entropy,969,96,46,80,58,2258,220,151,20,84,656,38,184,215,139,3081
MaunaNet3,159,31,100,2019-04-01 17:33,0.5296099736140325,0.8383413461538461,5e-06,sgd,cross_entropy,965,96,43,77,64,2261,224,142,18,86,654,36,184,210,140,3095
MaunaNet3,159,32,100,2019-04-01 17:35,0.5256720322829026,0.8372596153846154,5e-06,sgd,cross_entropy,969,111,42,71,52,2252,225,156,24,89,650,28,186,201,144,3095
MaunaNet3,159,33,100,2019-04-01 17:37,0.5294835017277644,0.8367788461538461,5e-06,sgd,cross_entropy,969,98,50,86,58,2257,215,143,21,89,651,36,183,209,145,3085
MaunaNet3,159,34,100,2019-04-01 17:39,0.526420651949369,0.8379807692307693,5e-06,sgd,cross_entropy,974,103,56,75,57,2256,217,145,17,84,651,39,183,210,137,3091
MaunaNet3,159,35,100,2019-04-01 17:41,0.5251257089468149,0.8376201923076924,5e-06,sgd,cross_entropy,974,102,48,87,59,2258,226,145,21,86,651,32,177,207,136,3086
MaunaNet3,159,36,100,2019-04-01 17:44,0.529183607835036,0.8354567307692308,5e-06,sgd,cross_entropy,975,114,62,81,57,2247,203,150,17,80,649,39,182,212,147,3080
MaunaNet3,159,37,100,2019-04-01 17:46,0.5272345909705529,0.8348557692307692,5e-06,sgd,cross_entropy,964,100,49,85,61,2243,208,145,17,101,655,36,189,209,149,3084
MaunaNet3,159,38,100,2019-04-01 17:48,0.5282252385066106,0.8375,5e-06,sgd,cross_entropy,967,97,54,79,55,2268,219,144,21,89,644,38,188,199,144,3089
MaunaNet3,159,39,100,2019-04-01 17:50,0.5258368858924278,0.8376201923076924,5e-06,sgd,cross_entropy,966,109,56,80,61,2252,214,138,21,92,652,33,183,200,139,3099
