model,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet2,764,1,100,2019-04-01 16:29,1.1557849702380953,0.4880952380952381,0.005,sgd,cross_entropy,126,31,17,43,715,1780,582,809,14,18,4,31,541,931,385,2026
MaunaNet2,764,2,100,2019-04-01 16:32,1.1006120954241072,0.5121527777777778,0.005,sgd,cross_entropy,358,137,124,132,518,1739,478,714,54,44,18,48,466,840,368,2015
MaunaNet2,764,3,100,2019-04-01 16:34,1.0625193762400793,0.5391865079365079,0.005,sgd,cross_entropy,493,173,186,136,425,1763,399,657,44,35,25,49,434,789,378,2067
MaunaNet2,764,4,100,2019-04-01 16:37,1.036060514904204,0.5483630952380952,0.005,sgd,cross_entropy,549,207,210,157,366,1734,366,611,75,43,55,57,406,776,357,2084
MaunaNet2,764,5,100,2019-04-01 16:40,1.0129306127154638,0.5606398809523809,0.005,sgd,cross_entropy,653,234,236,183,303,1735,334,603,69,50,57,47,371,741,361,2076
MaunaNet2,764,6,100,2019-04-01 16:42,1.000027550591363,0.5711805555555556,0.005,sgd,cross_entropy,660,216,220,177,293,1759,321,579,74,63,94,60,369,722,353,2093
MaunaNet2,764,7,100,2019-04-01 16:44,0.9788575550866505,0.5818452380952381,0.005,sgd,cross_entropy,708,215,227,172,276,1758,329,544,59,45,73,40,353,742,359,2153
MaunaNet2,764,8,100,2019-04-01 16:46,0.9683332291860429,0.5808531746031746,0.005,sgd,cross_entropy,726,235,234,178,259,1747,311,556,62,52,87,51,349,726,356,2124
MaunaNet2,764,9,100,2019-04-01 16:48,0.9522379315088666,0.5933779761904762,0.005,sgd,cross_entropy,770,229,238,173,246,1753,307,535,54,63,109,48,326,715,334,2153
MaunaNet2,764,10,100,2019-04-01 16:50,0.9268738277374752,0.6103670634920635,0.0005,sgd,cross_entropy,794,223,233,171,212,1781,284,461,66,67,135,65,324,689,336,2212
MaunaNet2,764,11,100,2019-04-01 16:52,0.9189035324823289,0.6098710317460317,0.0005,sgd,cross_entropy,822,234,236,174,231,1766,299,466,39,51,117,56,304,709,336,2213
MaunaNet2,764,12,100,2019-04-01 16:54,0.917541746109251,0.6169394841269841,0.0005,sgd,cross_entropy,825,228,230,179,230,1804,304,448,51,51,113,49,290,677,341,2233
MaunaNet2,764,13,100,2019-04-01 16:56,0.9159307933989025,0.6169394841269841,0.0005,sgd,cross_entropy,830,228,239,172,232,1806,292,462,44,55,117,53,290,671,340,2222
MaunaNet2,764,14,100,2019-04-01 16:58,0.9131296551416791,0.6183035714285714,0.0005,sgd,cross_entropy,822,226,221,172,225,1809,303,452,57,62,123,53,292,663,341,2232
MaunaNet2,764,15,100,2019-04-01 17:00,0.9106769864521329,0.6199156746031746,0.0005,sgd,cross_entropy,853,240,233,185,214,1801,284,453,51,52,125,51,278,667,346,2220
MaunaNet2,764,16,100,2019-04-01 17:02,0.907767099047464,0.6175595238095238,0.0005,sgd,cross_entropy,845,226,226,181,232,1804,298,463,52,60,118,52,267,670,346,2213
MaunaNet2,764,17,100,2019-04-01 17:04,0.9067109123108879,0.6263640873015873,0.0005,sgd,cross_entropy,848,237,222,163,222,1822,299,438,42,42,120,47,284,659,347,2261
MaunaNet2,764,18,100,2019-04-01 17:06,0.9038582453652034,0.6254960317460317,0.0005,sgd,cross_entropy,861,232,228,180,214,1789,280,420,46,63,133,48,275,676,347,2261
MaunaNet2,764,19,100,2019-04-01 17:09,0.9026216173928882,0.6285962301587301,0.0005,sgd,cross_entropy,857,229,233,179,221,1825,299,425,38,54,125,43,280,652,331,2262
MaunaNet2,764,20,100,2019-04-01 17:11,0.9000958639477926,0.628844246031746,5e-05,sgd,cross_entropy,869,222,227,188,229,1809,295,404,42,50,128,52,256,679,338,2265
MaunaNet2,764,21,100,2019-04-01 17:13,0.8980921185205853,0.6256200396825397,5e-05,sgd,cross_entropy,862,237,240,176,221,1797,281,417,40,59,117,47,273,667,350,2269
MaunaNet2,764,22,100,2019-04-01 17:15,0.8972208537752666,0.6279761904761905,5e-05,sgd,cross_entropy,863,236,243,192,218,1805,283,402,47,57,126,45,268,662,336,2270
MaunaNet2,764,23,100,2019-04-01 17:17,0.8956575545053633,0.6315724206349206,5e-05,sgd,cross_entropy,872,227,229,174,225,1816,297,403,44,49,124,51,255,668,338,2281
MaunaNet2,764,24,100,2019-04-01 17:19,0.8967153155614459,0.6283482142857143,5e-05,sgd,cross_entropy,870,235,242,188,226,1816,286,408,39,48,115,47,261,661,345,2266
MaunaNet2,764,25,100,2019-04-01 17:21,0.8954516214037699,0.6319444444444444,5e-05,sgd,cross_entropy,882,228,217,184,224,1822,297,415,42,52,129,47,248,658,345,2263
