model,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet3,123,1,100,2019-03-31 22:56,1.0882667166287783,0.5224129098360656,0.005,sgd,cross_entropy,347,100,75,82,535,1444,429,727,14,5,3,4,417,1078,255,2285
MaunaNet3,123,2,100,2019-03-31 22:58,1.0045547485351562,0.5705686475409836,0.005,sgd,cross_entropy,552,148,122,118,380,1594,375,680,33,18,33,24,348,867,232,2276
MaunaNet3,123,3,100,2019-03-31 23:01,0.9389919218469839,0.6056608606557377,0.005,sgd,cross_entropy,640,169,130,143,329,1665,340,577,37,31,69,23,307,762,223,2355
MaunaNet3,123,4,100,2019-03-31 23:03,0.8843385665143122,0.6435706967213115,0.005,sgd,cross_entropy,777,153,125,154,234,1763,336,538,46,28,92,13,256,683,209,2393
MaunaNet3,123,5,100,2019-03-31 23:06,0.8423169870845607,0.6688012295081968,0.005,sgd,cross_entropy,833,166,128,171,197,1818,309,441,42,47,101,16,241,596,224,2470
MaunaNet3,123,6,100,2019-03-31 23:09,0.809044572173572,0.6812243852459017,0.005,sgd,cross_entropy,889,165,118,162,155,1854,305,460,42,37,118,18,227,571,221,2458
MaunaNet3,123,7,100,2019-03-31 23:12,0.7749758861103996,0.7036372950819673,0.005,sgd,cross_entropy,905,142,118,153,137,1931,290,412,47,37,144,19,224,517,210,2514
MaunaNet3,123,8,100,2019-03-31 23:15,0.740654429451364,0.719390368852459,0.005,sgd,cross_entropy,931,155,127,156,122,1979,282,371,41,42,148,12,219,451,205,2559
MaunaNet3,123,9,100,2019-03-31 23:20,0.7016235726778625,0.7442366803278688,0.005,sgd,cross_entropy,972,131,109,140,119,2036,271,323,34,42,189,21,188,418,193,2614
MaunaNet3,123,10,100,2019-03-31 23:24,0.6770651145059554,0.7525614754098361,0.005,sgd,cross_entropy,975,126,108,128,102,2065,253,307,29,52,197,24,207,384,204,2639
MaunaNet3,123,11,100,2019-03-31 23:27,0.6477394104003906,0.7676741803278688,0.005,sgd,cross_entropy,1011,132,101,123,82,2092,252,266,39,50,208,26,181,353,201,2683
MaunaNet3,123,12,100,2019-03-31 23:31,0.6252183132484311,0.7712602459016393,0.005,sgd,cross_entropy,1015,140,83,132,85,2102,262,271,41,54,243,33,172,331,174,2662
MaunaNet3,123,13,100,2019-03-31 23:35,0.6121250840484119,0.7765112704918032,0.005,sgd,cross_entropy,1009,139,92,125,89,2117,260,250,39,36,238,24,176,335,172,2699
MaunaNet3,123,14,100,2019-03-31 23:39,0.5741238203205046,0.7994364754098361,0.005,sgd,cross_entropy,1050,123,91,116,81,2189,236,221,33,45,261,19,149,270,174,2742
MaunaNet3,123,15,100,2019-03-31 23:42,0.5500829727923284,0.805968237704918,0.005,sgd,cross_entropy,1058,123,78,98,68,2185,232,208,33,53,292,34,154,266,160,2758
MaunaNet3,123,16,100,2019-03-31 23:46,0.5446918049796683,0.8091700819672131,0.005,sgd,cross_entropy,1054,126,69,99,64,2192,252,198,34,62,298,27,161,247,143,2774
MaunaNet3,123,17,100,2019-03-31 23:50,0.511483395685915,0.8264600409836066,0.005,sgd,cross_entropy,1075,102,65,102,71,2251,215,180,34,50,342,31,133,224,140,2785
MaunaNet3,123,18,100,2019-03-31 23:54,0.5121762322597816,0.8238985655737705,0.005,sgd,cross_entropy,1096,125,68,95,60,2219,218,194,26,49,338,29,131,234,138,2780
MaunaNet3,123,19,100,2019-03-31 23:57,0.473225546664879,0.8425973360655737,0.005,sgd,cross_entropy,1109,111,61,70,67,2271,206,170,29,53,370,29,108,192,125,2829
MaunaNet3,123,20,100,2019-04-01 00:01,0.42614270819992317,0.8703893442622951,0.00025,sgd,cross_entropy,1197,135,79,92,23,2290,165,74,15,36,396,19,78,166,122,2913
MaunaNet3,123,21,100,2019-04-01 00:05,0.4143543243408203,0.8773053278688525,0.00025,sgd,cross_entropy,1175,105,56,77,37,2357,181,92,21,35,411,22,80,130,114,2907
MaunaNet3,123,22,100,2019-04-01 00:09,0.40577788431136336,0.8808913934426229,0.00025,sgd,cross_entropy,1182,109,57,71,33,2364,175,97,19,36,423,21,79,118,107,2909
MaunaNet3,123,23,100,2019-04-01 00:12,0.400670129744733,0.8819159836065574,0.00025,sgd,cross_entropy,1172,102,55,73,36,2372,179,85,26,33,422,20,79,120,106,2920
MaunaNet3,123,24,100,2019-04-01 00:16,0.3995986062972272,0.8842213114754098,0.00025,sgd,cross_entropy,1175,101,64,68,37,2382,180,82,22,30,419,20,79,114,99,2928
MaunaNet3,123,25,100,2019-04-01 00:20,0.3963505791836098,0.8856301229508197,0.00025,sgd,cross_entropy,1182,97,53,63,38,2378,183,88,19,39,425,17,74,113,101,2930
MaunaNet3,123,26,100,2019-04-01 00:23,0.39312265740066277,0.8843493852459017,0.00025,sgd,cross_entropy,1164,103,56,63,41,2379,182,82,20,25,436,27,88,120,88,2926
MaunaNet3,123,27,100,2019-04-01 00:27,0.39440145648893765,0.8837090163934426,0.00025,sgd,cross_entropy,1168,99,52,63,37,2363,177,86,23,35,441,21,85,130,92,2928
