model,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet2,50,1,100,2019-03-31 23:20,1.1633023993913518,0.4643895348837209,0.005,sgd,cross_entropy,90,36,11,28,590,1291,533,680,21,19,12,30,571,1346,505,2441
MaunaNet2,50,2,100,2019-03-31 23:24,1.1111136739568193,0.49842538759689925,0.005,sgd,cross_entropy,234,79,22,83,538,1532,558,748,76,38,54,53,424,1043,427,2295
MaunaNet2,50,3,100,2019-03-31 23:27,1.0853018354075823,0.5073885658914729,0.005,sgd,cross_entropy,296,106,49,121,465,1544,534,710,96,44,65,64,415,998,413,2284
MaunaNet2,50,4,100,2019-03-31 23:31,1.0585961157037307,0.5282218992248062,0.005,sgd,cross_entropy,370,149,69,128,411,1581,446,693,125,59,133,81,366,903,413,2277
MaunaNet2,50,5,100,2019-03-31 23:35,1.0424181324566981,0.5391230620155039,0.005,sgd,cross_entropy,422,178,106,170,365,1603,400,661,124,70,148,70,361,841,407,2278
MaunaNet2,50,6,100,2019-03-31 23:38,1.0301601202913033,0.5472383720930233,0.005,sgd,cross_entropy,443,179,108,158,356,1610,404,621,126,77,149,84,347,826,400,2316
MaunaNet2,50,7,100,2019-03-31 23:42,1.0107103687848231,0.5555959302325582,0.005,sgd,cross_entropy,493,180,146,179,306,1587,338,606,123,79,178,65,350,846,399,2329
MaunaNet2,50,8,100,2019-03-31 23:46,0.9940422117248062,0.5637112403100775,0.005,sgd,cross_entropy,515,184,133,186,299,1645,379,605,125,59,169,63,333,804,380,2325
MaunaNet2,50,9,100,2019-03-31 23:49,0.9845433198204336,0.5690406976744186,0.005,sgd,cross_entropy,532,184,133,192,267,1641,336,596,137,61,200,66,336,806,392,2325
MaunaNet2,50,10,100,2019-03-31 23:53,0.977423024732013,0.5717054263565892,0.005,sgd,cross_entropy,556,198,134,209,264,1633,350,566,112,88,184,57,340,773,393,2347
MaunaNet2,50,11,100,2019-03-31 23:57,0.9595587087232013,0.5870881782945736,0.005,sgd,cross_entropy,569,185,135,173,264,1684,329,562,120,80,215,65,319,743,382,2379
MaunaNet2,50,12,100,2019-04-01 00:01,0.9545891340388808,0.5874515503875969,0.005,sgd,cross_entropy,614,202,135,198,238,1657,335,531,102,81,205,76,318,752,386,2374
MaunaNet2,50,13,100,2019-04-01 00:04,0.9430372252944828,0.5953246124031008,0.005,sgd,cross_entropy,625,198,129,193,237,1670,333,529,114,87,222,59,296,737,377,2398
MaunaNet2,50,14,100,2019-04-01 00:08,0.938182091528131,0.5981104651162791,0.005,sgd,cross_entropy,629,177,148,189,242,1687,325,517,98,88,208,59,303,740,380,2414
MaunaNet2,50,15,100,2019-04-01 00:12,0.91371077899785,0.6078003875968992,0.005,sgd,cross_entropy,675,206,140,191,209,1675,303,508,103,106,253,65,285,705,365,2415
MaunaNet2,50,16,100,2019-04-01 00:16,0.9024350661640019,0.6127664728682171,0.005,sgd,cross_entropy,701,198,130,175,203,1684,318,512,96,93,248,66,272,717,365,2426
MaunaNet2,50,17,100,2019-04-01 00:19,0.8929417928059896,0.6211240310077519,0.005,sgd,cross_entropy,723,179,134,188,204,1718,306,497,93,106,254,61,252,689,367,2433
MaunaNet2,50,18,100,2019-04-01 00:23,0.8897906162942103,0.6253633720930233,0.005,sgd,cross_entropy,736,201,115,180,195,1728,309,507,90,98,272,65,251,665,365,2427
