model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet4Drop,1,100,2019-02-19 10:55,1.2440049163008158,0.4925986842105263,0.001,adam,cross_entropy,192,36,19,160,211,823,293,497,3,6,2,7,705,1240,484,2577
MaunaNet4Drop,2,100,2019-02-19 10:58,1.1932171846913024,0.5540021929824561,0.001,adam,cross_entropy,410,43,17,213,217,1021,292,417,0,0,0,0,484,1041,489,2611
MaunaNet4Drop,3,100,2019-02-19 11:00,1.1627306642785538,0.5841557017543859,0.001,adam,cross_entropy,515,68,54,234,212,1143,273,403,0,0,0,0,384,894,471,2604
MaunaNet4Drop,4,100,2019-02-19 11:03,1.1356255185287611,0.6129385964912281,0.001,adam,cross_entropy,661,97,67,240,149,1208,294,398,0,0,0,0,301,800,437,2603
MaunaNet4Drop,5,100,2019-02-19 11:05,1.1133070414045216,0.6378837719298246,0.001,adam,cross_entropy,729,84,92,222,107,1259,256,353,0,0,0,0,275,762,450,2666
MaunaNet4Drop,6,100,2019-02-19 11:08,1.089792099674191,0.6596765350877193,0.001,adam,cross_entropy,779,99,114,211,98,1353,279,349,0,0,0,0,234,653,405,2681
MaunaNet4Drop,7,100,2019-02-19 11:11,1.0666884700808905,0.688733552631579,0.001,adam,cross_entropy,859,100,101,169,78,1422,248,328,0,0,0,0,174,583,449,2744
MaunaNet4Drop,8,100,2019-02-19 11:13,1.0524607295483615,0.6996984649122807,0.001,adam,cross_entropy,862,81,112,165,88,1507,272,340,0,0,0,0,161,517,414,2736
MaunaNet4Drop,9,100,2019-02-19 11:16,1.038004377246958,0.7142269736842105,0.001,adam,cross_entropy,862,77,102,165,75,1530,285,257,0,0,0,0,174,498,411,2819
MaunaNet4Drop,10,100,2019-02-19 11:18,1.032670080134299,0.715734649122807,0.001,adam,cross_entropy,860,71,101,152,77,1549,248,276,0,0,0,0,174,485,449,2813
