model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
BenchMarkAug,1,100,2019-02-19 10:50,1.3031945692754425,0.43914473684210525,0.001,adam,cross_entropy,0,0,0,0,74,145,48,182,0,0,0,0,1037,1960,750,3059
BenchMarkAug,2,100,2019-02-19 10:53,1.2884402654867257,0.44421600877192985,0.001,adam,cross_entropy,0,0,0,0,0,0,0,0,0,0,0,0,1111,2105,798,3241
BenchMarkAug,3,100,2019-02-19 10:54,1.2694449635733545,0.45545504385964913,0.001,adam,cross_entropy,0,0,0,0,122,330,122,248,0,0,0,0,989,1775,676,2993
BenchMarkAug,4,100,2019-02-19 10:56,1.2668945852634126,0.45778508771929827,0.001,adam,cross_entropy,0,0,0,0,301,641,277,542,0,0,0,0,810,1464,521,2699
BenchMarkAug,5,100,2019-02-19 10:58,1.26442198626763,0.46408991228070173,0.001,adam,cross_entropy,0,0,0,0,307,730,286,585,0,0,0,0,804,1375,512,2656
BenchMarkAug,6,100,2019-02-19 11:01,1.2632380122632052,0.46875,0.001,adam,cross_entropy,0,0,0,0,325,763,294,584,0,0,0,0,786,1342,504,2657
BenchMarkAug,7,100,2019-02-19 11:03,1.2576265588270878,0.47957785087719296,0.001,adam,cross_entropy,0,0,0,0,335,796,296,538,0,0,0,0,776,1309,502,2703
BenchMarkAug,8,100,2019-02-19 11:05,1.2602355416897124,0.4761513157894737,0.001,adam,cross_entropy,0,0,0,0,341,814,301,581,0,0,0,0,770,1291,497,2660
BenchMarkAug,9,100,2019-02-19 11:08,1.2600452794437915,0.4791666666666667,0.001,adam,cross_entropy,0,0,0,0,329,794,278,539,0,0,0,0,782,1311,520,2702
BenchMarkAug,10,100,2019-02-19 11:10,1.2598608236397262,0.4708059210526316,0.001,adam,cross_entropy,0,0,0,0,351,783,283,589,0,0,0,0,760,1322,515,2652
BenchMarkAug,11,100,2019-02-19 11:12,1.2564182787869884,0.4831414473684211,0.001,adam,cross_entropy,0,0,0,0,328,793,278,509,0,0,0,0,783,1312,520,2732
BenchMarkAug,12,100,2019-02-19 11:14,1.2526435514466951,0.48327850877192985,0.001,adam,cross_entropy,0,0,0,0,351,854,327,569,0,0,0,0,760,1251,471,2672
BenchMarkAug,13,100,2019-02-19 11:17,1.2567758475784707,0.48601973684210525,0.001,adam,cross_entropy,0,0,0,0,329,795,279,490,0,0,0,0,782,1310,519,2751
