model,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet4,159,1,100,2019-04-01 12:10,1.1416964017427884,0.505048076923077,0.005,sgd,cross_entropy,169,30,5,33,484,1303,531,587,0,5,2,2,578,1315,523,2728
MaunaNet4,159,2,100,2019-04-01 12:14,1.0541453434870793,0.5415865384615385,0.005,sgd,cross_entropy,396,117,37,112,445,1537,620,663,30,19,19,21,360,980,385,2554
MaunaNet4,159,3,100,2019-04-01 12:18,1.0000252356896033,0.5632211538461539,0.005,sgd,cross_entropy,491,144,61,131,346,1569,561,614,71,27,47,26,323,913,392,2579
MaunaNet4,159,4,100,2019-04-01 12:22,0.9496812086838943,0.5980769230769231,0.005,sgd,cross_entropy,604,143,64,138,290,1629,491,550,76,44,123,42,261,837,383,2620
MaunaNet4,159,5,100,2019-04-01 12:26,0.9045792799729567,0.6212740384615385,0.005,sgd,cross_entropy,705,139,61,135,260,1646,443,544,52,82,184,37,214,786,373,2634
MaunaNet4,159,6,100,2019-04-01 12:30,0.8651955237755409,0.643389423076923,0.005,sgd,cross_entropy,731,132,65,135,211,1700,417,485,52,89,234,42,237,732,345,2688
MaunaNet4,159,7,100,2019-04-01 12:34,0.8267414386455829,0.6652644230769231,0.005,sgd,cross_entropy,794,140,61,129,185,1703,376,446,52,106,311,48,200,704,313,2727
MaunaNet4,159,8,100,2019-04-01 12:38,0.7952426616962139,0.6850961538461539,0.005,sgd,cross_entropy,810,134,64,111,172,1729,344,394,49,122,373,57,200,668,280,2788
MaunaNet4,159,9,100,2019-04-01 12:42,0.7708122840294471,0.6951923076923077,0.005,sgd,cross_entropy,838,125,61,116,167,1752,345,378,33,116,397,59,193,660,258,2797
MaunaNet4,159,10,100,2019-04-01 12:46,0.7199622521033654,0.7263221153846153,0.0025,sgd,cross_entropy,900,112,54,104,128,1820,319,312,23,128,439,50,180,593,249,2884
MaunaNet4,159,11,100,2019-04-01 12:50,0.6975220313439002,0.7401442307692307,0.0025,sgd,cross_entropy,921,125,51,103,102,1857,305,298,27,128,487,56,181,543,218,2893
MaunaNet4,159,12,100,2019-04-01 12:54,0.6806384159968449,0.7444711538461538,0.0025,sgd,cross_entropy,914,119,41,107,118,1870,300,283,13,125,506,56,186,539,214,2904
