model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet4,1,200,2019-02-05 11:25,"tensor(0.9669, device='cuda:0', grad_fn=<DivBackward0>)",0.5988707983193278,0.001,adam,cross_entropy,992,140,165,97,160,1557,305,733,19,37,51,21,298,706,314,1961
MaunaNet4,2,200,2019-02-05 11:26,"tensor(0.8268, device='cuda:0', grad_fn=<DivBackward0>)",0.7029936974789915,0.001,adam,cross_entropy,1260,83,133,91,117,1846,343,473,0,0,0,0,92,511,359,2248
MaunaNet4,3,200,2019-02-05 11:28,"tensor(0.7565, device='cuda:0', grad_fn=<DivBackward0>)",0.7450105042016807,0.001,adam,cross_entropy,1281,56,167,77,69,1909,343,251,0,0,0,0,119,475,325,2484
MaunaNet4,4,200,2019-02-05 11:29,"tensor(0.6381, device='cuda:0', grad_fn=<DivBackward0>)",0.8197216386554622,0.001,adam,cross_entropy,1389,35,153,49,30,2255,401,164,0,0,0,0,50,150,281,2599
MaunaNet4,5,200,2019-02-05 11:31,"tensor(0.6032, device='cuda:0', grad_fn=<DivBackward0>)",0.8370535714285714,0.001,adam,cross_entropy,1403,24,143,41,32,2297,404,116,0,0,20,0,34,119,268,2655
MaunaNet4,6,200,2019-02-05 11:32,"tensor(0.4847, device='cuda:0', grad_fn=<DivBackward0>)",0.9302783613445378,0.001,adam,cross_entropy,1429,21,33,23,20,2338,141,57,2,24,607,21,18,57,54,2711
MaunaNet4,7,200,2019-02-05 11:34,"tensor(0.4305, device='cuda:0', grad_fn=<DivBackward0>)",0.9595588235294118,0.001,adam,cross_entropy,1438,7,9,20,3,2378,70,29,9,22,735,6,19,33,21,2757
MaunaNet4,8,200,2019-02-05 11:35,"tensor(0.3976, device='cuda:0', grad_fn=<DivBackward0>)",0.9746586134453782,0.001,adam,cross_entropy,1450,4,3,9,5,2405,43,15,7,9,781,1,7,22,8,2787
MaunaNet4,9,200,2019-02-05 11:36,"tensor(0.4354, device='cuda:0', grad_fn=<DivBackward0>)",0.9504989495798319,0.001,adam,cross_entropy,1429,16,5,18,10,2325,58,59,7,38,759,9,23,61,13,2726
MaunaNet4,10,200,2019-02-05 11:38,"tensor(0.3736, device='cuda:0', grad_fn=<DivBackward0>)",0.983061974789916,0.001,adam,cross_entropy,1457,4,0,5,2,2421,18,10,5,2,812,0,5,13,5,2797
MaunaNet4,11,200,2019-02-05 11:39,"tensor(0.3623, device='cuda:0', grad_fn=<DivBackward0>)",0.9875262605042017,0.001,adam,cross_entropy,1465,1,1,4,2,2430,11,3,2,1,822,1,0,8,1,2804
MaunaNet4,12,200,2019-02-05 11:40,"tensor(0.3569, device='cuda:0', grad_fn=<DivBackward0>)",0.9885766806722689,0.001,adam,cross_entropy,1465,2,0,2,2,2429,7,1,1,0,827,1,1,9,1,2808
MaunaNet4,13,200,2019-02-05 11:42,"tensor(0.3603, device='cuda:0', grad_fn=<DivBackward0>)",0.9888392857142857,0.001,adam,cross_entropy,1468,1,0,1,1,2431,6,6,0,2,828,1,0,6,1,2804
MaunaNet4,14,200,2019-02-05 11:43,"tensor(0.3624, device='cuda:0', grad_fn=<DivBackward0>)",0.9888392857142857,0.001,adam,cross_entropy,1465,1,3,0,2,2432,4,1,2,2,825,2,0,5,3,2809
MaunaNet4,15,200,2019-02-05 11:45,"tensor(0.4281, device='cuda:0', grad_fn=<DivBackward0>)",0.9516806722689075,0.001,adam,cross_entropy,1422,12,6,22,18,2312,27,45,3,16,780,11,26,100,22,2734
MaunaNet4,16,200,2019-02-05 11:46,"tensor(0.3616, device='cuda:0', grad_fn=<DivBackward0>)",0.9896271008403361,0.001,adam,cross_entropy,1463,2,0,1,0,2433,1,3,1,0,833,0,5,5,1,2808
