model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet4AugDrop,1,100,2019-02-14 18:45,1.2699710393356065,0.41530987394957986,0.001,adam,cross_entropy,88,77,29,95,580,1311,498,1016,35,68,38,38,472,1085,400,1726
MaunaNet4AugDrop,2,100,2019-02-14 18:48,1.2435263940843486,0.42003676470588236,0.001,adam,cross_entropy,68,42,10,29,746,1736,699,1449,1,5,2,4,360,758,254,1393
MaunaNet4AugDrop,3,100,2019-02-14 18:51,1.215868157855535,0.4335609243697479,0.001,adam,cross_entropy,26,15,5,18,654,1530,597,1085,20,28,15,41,475,968,348,1731
MaunaNet4AugDrop,4,100,2019-02-14 18:54,1.2050710128525557,0.45548844537815125,0.001,adam,cross_entropy,74,38,10,46,612,1514,538,931,12,39,34,51,477,950,383,1847
MaunaNet4AugDrop,5,100,2019-02-14 18:58,1.1900814508987685,0.46179096638655465,0.001,adam,cross_entropy,69,26,7,33,610,1407,522,792,13,21,16,25,483,1087,420,2025
MaunaNet4AugDrop,6,100,2019-02-14 19:01,1.182763827049126,0.46625525210084034,0.001,adam,cross_entropy,82,24,14,23,600,1531,542,873,14,63,35,76,479,923,374,1903
MaunaNet4AugDrop,7,100,2019-02-14 19:04,1.165265487412275,0.48135504201680673,0.001,adam,cross_entropy,182,69,26,92,542,1468,481,760,27,61,52,59,424,943,406,1964
MaunaNet4AugDrop,8,100,2019-02-14 19:07,1.1602179317151087,0.4888392857142857,0.001,adam,cross_entropy,222,90,43,100,530,1446,490,696,36,68,65,89,387,937,367,1990
MaunaNet4AugDrop,9,100,2019-02-14 19:11,1.136205899513374,0.5010504201680672,0.001,adam,cross_entropy,224,99,48,123,504,1431,457,588,30,44,39,42,417,967,421,2122
MaunaNet4AugDrop,10,100,2019-02-14 19:14,1.1199520563675185,0.5132615546218487,0.001,adam,cross_entropy,323,148,93,182,395,1439,412,564,45,72,71,53,412,882,389,2076
