model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet4Aug,1,100,2019-02-14 18:43,1.1745936506885593,0.4994747899159664,0.001,adam,cross_entropy,234,122,58,89,503,1410,436,659,66,81,97,64,372,928,374,2063
MaunaNet4Aug,2,100,2019-02-14 18:46,1.1188098454879503,0.5241596638655462,0.001,adam,cross_entropy,319,124,81,125,478,1489,412,623,82,93,114,57,296,835,358,2070
MaunaNet4Aug,3,100,2019-02-14 18:49,1.0499438269663666,0.5715598739495799,0.001,adam,cross_entropy,459,170,103,144,359,1559,362,458,77,111,135,73,280,701,365,2200
MaunaNet4Aug,4,100,2019-02-14 18:53,1.0364044318764896,0.5782563025210085,0.001,adam,cross_entropy,432,173,94,138,359,1608,346,478,79,98,182,77,305,662,343,2182
MaunaNet4Aug,5,100,2019-02-14 18:56,1.0147207874362751,0.5867909663865546,0.001,adam,cross_entropy,496,152,85,145,309,1557,330,439,82,102,209,84,288,730,341,2207
MaunaNet4Aug,6,100,2019-02-14 18:59,0.9826600026276152,0.6134453781512605,0.001,adam,cross_entropy,568,158,75,166,262,1625,334,402,83,124,240,68,262,634,316,2239
MaunaNet4Aug,7,100,2019-02-14 19:02,0.9634753081758144,0.6253939075630253,0.001,adam,cross_entropy,579,175,98,160,238,1649,287,377,97,128,301,104,261,589,279,2234
MaunaNet4Aug,8,100,2019-02-14 19:05,0.9422439316571769,0.6369485294117647,0.001,adam,cross_entropy,617,165,122,153,241,1726,323,370,69,108,246,90,248,542,274,2262
MaunaNet4Aug,9,100,2019-02-14 19:09,0.9123410370390294,0.6625525210084033,0.001,adam,cross_entropy,667,155,98,163,205,1795,285,376,67,115,335,87,236,476,247,2249
MaunaNet4Aug,10,100,2019-02-14 19:12,0.9037116745770988,0.6667542016806722,0.001,adam,cross_entropy,675,173,87,155,204,1777,283,346,68,105,334,82,228,486,261,2292
MaunaNet4Aug,11,100,2019-02-14 19:15,0.9080175626075874,0.6679359243697479,0.001,adam,cross_entropy,656,160,74,128,216,1799,284,351,67,103,347,111,236,479,260,2285
MaunaNet4Aug,12,100,2019-02-14 19:18,0.8933596853482522,0.6769957983193278,0.001,adam,cross_entropy,652,164,88,136,218,1855,267,361,69,114,367,96,236,408,243,2282
