model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet4Drop,1,100,2019-02-14 18:41,1.1852951049804688,0.44380252100840334,0.001,adam,cross_entropy,173,50,29,54,650,1638,634,1237,10,36,32,47,342,817,270,1537
MaunaNet4Drop,2,100,2019-02-14 18:44,1.0914094569319386,0.5105042016806722,0.001,adam,cross_entropy,489,100,59,105,447,1657,585,1067,25,65,78,39,214,719,243,1664
MaunaNet4Drop,3,100,2019-02-14 18:47,1.0277843152062367,0.5682773109243697,0.001,adam,cross_entropy,704,123,72,133,269,1510,390,746,32,135,200,82,170,773,303,1914
MaunaNet4Drop,4,100,2019-02-14 18:51,0.9704583378161414,0.6100315126050421,0.001,adam,cross_entropy,778,133,77,115,184,1464,333,543,25,108,268,81,188,836,287,2136
MaunaNet4Drop,5,100,2019-02-14 18:54,0.9291923005702132,0.6358981092436975,0.001,adam,cross_entropy,803,95,66,131,158,1520,305,467,36,135,319,76,178,791,275,2201
MaunaNet4Drop,6,100,2019-02-14 18:58,0.9023071547686043,0.65625,0.001,adam,cross_entropy,844,121,81,120,165,1563,289,441,25,117,361,84,141,740,234,2230
MaunaNet4Drop,7,100,2019-02-14 19:02,0.8685567823507018,0.6875,0.001,adam,cross_entropy,884,113,67,97,137,1672,264,441,19,116,417,74,135,640,217,2263
MaunaNet4Drop,8,100,2019-02-14 19:05,0.8322984081203655,0.7110031512605042,0.001,adam,cross_entropy,907,82,67,91,114,1719,229,389,23,108,474,80,131,632,195,2315
MaunaNet4Drop,9,100,2019-02-14 19:09,0.8227619235798463,0.7203256302521008,0.001,adam,cross_entropy,928,96,69,120,122,1802,270,371,17,101,456,84,108,542,170,2300
MaunaNet4Drop,10,100,2019-02-14 19:12,0.7984903626522776,0.740546218487395,0.001,adam,cross_entropy,933,71,42,77,107,1881,230,377,11,96,478,73,124,493,215,2348
MaunaNet4Drop,11,100,2019-02-14 19:16,0.7769651897883011,0.7455357142857143,0.001,adam,cross_entropy,923,65,58,89,103,1932,265,376,29,99,494,81,120,445,148,2329
MaunaNet4Drop,12,100,2019-02-14 19:20,0.7443656921386719,0.7716649159663865,0.001,adam,cross_entropy,954,55,57,67,97,1997,230,327,15,75,517,72,109,414,161,2409
MaunaNet4Drop,13,100,2019-02-14 19:24,0.7081260034593485,0.7928046218487395,0.001,adam,cross_entropy,980,55,48,71,81,2089,211,326,14,71,550,59,100,326,156,2419
MaunaNet4Drop,14,100,2019-02-14 19:27,0.7108701932228217,0.7867647058823529,0.001,adam,cross_entropy,961,54,49,69,93,2060,211,317,23,88,553,71,98,339,152,2418
MaunaNet4Drop,15,100,2019-02-14 19:31,0.7016968161372815,0.7997636554621849,0.001,adam,cross_entropy,996,48,42,60,77,2078,220,288,20,83,552,62,82,332,151,2465
MaunaNet4Drop,16,100,2019-02-14 19:34,0.6746813887256687,0.819327731092437,0.001,adam,cross_entropy,1010,43,29,65,71,2135,192,284,9,73,621,52,85,290,123,2474
MaunaNet4Drop,17,100,2019-02-14 19:38,0.6528225268347788,0.8318014705882353,0.001,adam,cross_entropy,1024,42,33,53,65,2170,198,253,12,79,622,50,74,250,112,2519
MaunaNet4Drop,18,100,2019-02-14 19:42,0.6312215772725768,0.8348214285714286,0.001,adam,cross_entropy,1024,34,27,63,77,2195,193,253,8,57,646,66,66,255,99,2493
MaunaNet4Drop,19,100,2019-02-14 19:45,0.622497106002549,0.84375,0.001,adam,cross_entropy,1016,38,32,42,75,2197,180,233,8,63,659,46,76,243,94,2554
MaunaNet4Drop,20,100,2019-02-14 19:49,0.6116453914319054,0.853203781512605,0.001,adam,cross_entropy,1022,30,29,51,52,2234,173,204,23,58,668,46,78,219,95,2574
MaunaNet4Drop,21,100,2019-02-14 19:52,0.6166888091523769,0.8500525210084033,0.001,adam,cross_entropy,1025,43,24,51,63,2213,157,213,15,62,683,58,72,223,101,2553
MaunaNet4Drop,22,100,2019-02-14 19:56,0.6014794171866724,0.8600315126050421,0.001,adam,cross_entropy,1041,30,18,35,62,2257,178,205,5,58,681,64,67,196,88,2571
MaunaNet4Drop,23,100,2019-02-14 20:00,0.5893281839661679,0.8627888655462185,0.001,adam,cross_entropy,1027,38,16,33,72,2255,161,204,12,41,695,44,64,207,93,2594
MaunaNet4Drop,24,100,2019-02-14 20:03,0.5760776713743048,0.8710609243697479,0.001,adam,cross_entropy,1039,24,15,60,43,2284,150,190,13,47,720,34,80,186,80,2591
