model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
BenchMarkAug,15,100,2019-02-14 19:19,1.2354220374155853,0.43014705882352944,0.001,adam,cross_entropy,1,0,0,0,667,1499,611,1099,0,1,1,1,507,1041,353,1775
BenchMarkAug,16,100,2019-02-14 19:22,1.2373491707494704,0.42384453781512604,0.001,adam,cross_entropy,12,3,0,11,639,1401,604,1048,1,2,1,2,523,1135,360,1814
BenchMarkAug,17,100,2019-02-14 19:25,1.227272163003178,0.43474264705882354,0.001,adam,cross_entropy,59,14,5,44,612,1391,575,971,0,2,1,0,504,1134,384,1860
BenchMarkAug,18,100,2019-02-14 19:29,1.220936791371491,0.436843487394958,0.001,adam,cross_entropy,80,17,7,51,649,1394,566,971,0,0,0,0,446,1130,392,1853
BenchMarkAug,19,100,2019-02-14 19:32,1.2218665430101299,0.4375,0.001,adam,cross_entropy,124,32,10,90,636,1422,570,998,2,4,0,1,413,1083,385,1786
BenchMarkAug,20,100,2019-02-14 19:35,1.2234176377118644,0.43618697478991597,0.001,adam,cross_entropy,109,30,6,69,641,1381,549,975,0,0,2,1,425,1130,408,1830
BenchMarkAug,21,100,2019-02-14 19:38,1.220477217334812,0.4376313025210084,0.001,adam,cross_entropy,124,47,11,90,644,1396,526,973,0,1,2,1,407,1097,426,1811
BenchMarkAug,22,100,2019-02-14 19:42,1.221069853184587,0.4410451680672269,0.001,adam,cross_entropy,179,52,16,88,628,1311,552,919,1,1,1,0,367,1177,396,1868
BenchMarkAug,23,100,2019-02-14 19:45,1.2150712094064486,0.42975315126050423,0.001,adam,cross_entropy,191,84,15,120,614,1251,519,924,1,7,4,4,369,1199,427,1827
BenchMarkAug,24,100,2019-02-14 19:48,1.215845786919028,0.44367121848739494,0.001,adam,cross_entropy,188,92,20,112,634,1330,552,902,0,2,2,2,353,1117,391,1859
BenchMarkAug,25,100,2019-02-14 19:51,1.2032724154197563,0.4491859243697479,0.001,adam,cross_entropy,242,115,29,128,617,1327,529,900,2,5,8,3,314,1094,399,1844
BenchMarkAug,26,100,2019-02-14 19:54,1.2044615664724576,0.4494485294117647,0.001,adam,cross_entropy,268,120,28,151,588,1294,494,863,0,6,6,6,319,1121,437,1855
BenchMarkAug,27,100,2019-02-14 19:58,1.2021847741078522,0.4525997899159664,0.001,adam,cross_entropy,329,160,45,163,555,1261,502,853,0,4,3,5,291,1116,415,1854
BenchMarkAug,28,100,2019-02-14 20:01,1.1958570318706965,0.45154936974789917,0.001,adam,cross_entropy,259,147,44,126,590,1276,523,840,2,1,1,6,324,1117,397,1903
BenchMarkAug,29,100,2019-02-14 20:04,1.1937034736245364,0.45089285714285715,0.001,adam,cross_entropy,307,191,48,137,580,1269,509,880,1,2,4,4,287,1079,404,1854
BenchMarkAug,30,100,2019-02-14 20:07,1.197632741119902,0.44524684873949577,0.001,adam,cross_entropy,288,167,39,141,593,1220,523,852,1,3,5,4,293,1151,398,1878
BenchMarkAug,31,100,2019-02-14 20:11,1.196068197993909,0.45627626050420167,0.001,adam,cross_entropy,305,168,56,145,611,1270,488,825,0,2,2,7,259,1101,419,1898
BenchMarkAug,32,100,2019-02-14 20:14,1.1941296852241128,0.4494485294117647,0.001,adam,cross_entropy,284,155,44,123,579,1248,516,857,0,4,1,5,312,1134,404,1890
BenchMarkAug,33,100,2019-02-14 20:17,1.1886843665171478,0.4543067226890756,0.001,adam,cross_entropy,305,168,77,117,580,1246,494,850,0,7,5,4,290,1120,389,1904
BenchMarkAug,34,100,2019-02-14 20:20,1.1885299682617188,0.44577205882352944,0.001,adam,cross_entropy,304,174,47,152,588,1185,491,815,0,3,2,4,283,1179,425,1904
BenchMarkAug,35,100,2019-02-14 20:23,1.1936761888407044,0.4565388655462185,0.001,adam,cross_entropy,304,173,68,119,566,1239,485,822,0,3,1,1,305,1126,411,1933
BenchMarkAug,36,100,2019-02-14 20:27,1.1789515867071636,0.45942752100840334,0.001,adam,cross_entropy,351,182,52,146,559,1216,490,795,2,6,9,11,263,1137,414,1923
BenchMarkAug,37,100,2019-02-14 20:30,1.1894995479260462,0.45181197478991597,0.001,adam,cross_entropy,303,155,38,114,579,1194,507,815,2,4,1,3,291,1188,419,1943
BenchMarkAug,38,100,2019-02-14 20:33,1.1880732390840174,0.46087184873949577,0.001,adam,cross_entropy,279,133,32,104,593,1291,532,830,0,6,4,5,303,1111,397,1936
BenchMarkAug,39,100,2019-02-14 20:36,1.1974293337029926,0.45023634453781514,0.001,adam,cross_entropy,291,136,49,157,584,1234,476,822,3,13,18,10,297,1158,422,1886
BenchMarkAug,40,100,2019-02-14 20:40,1.1901488223318326,0.46047794117647056,0.001,adam,cross_entropy,286,143,42,137,596,1250,484,765,0,7,6,8,293,1141,433,1965
BenchMarkAug,41,100,2019-02-14 20:43,1.1890602758375264,0.45588235294117646,0.001,adam,cross_entropy,314,176,49,114,538,1174,484,777,1,13,5,5,322,1178,427,1979
BenchMarkAug,42,100,2019-02-14 20:46,1.180352938377251,0.46704306722689076,0.001,adam,cross_entropy,341,183,62,138,567,1262,487,784,6,5,6,5,261,1091,410,1948
BenchMarkAug,43,100,2019-02-14 20:49,1.1946316735219147,0.4525997899159664,0.001,adam,cross_entropy,278,152,48,130,585,1226,488,800,3,12,8,10,309,1151,421,1935
BenchMarkAug,44,100,2019-02-14 20:53,1.1806688470355535,0.4641544117647059,0.001,adam,cross_entropy,287,168,54,97,576,1161,465,696,0,4,5,0,312,1208,441,2082
BenchMarkAug,45,100,2019-02-14 20:56,1.1807397098864538,0.46284138655462187,0.001,adam,cross_entropy,307,175,58,123,567,1220,486,755,0,3,3,2,301,1143,418,1995
BenchMarkAug,46,100,2019-02-14 20:59,1.1859839487884005,0.46034663865546216,0.001,adam,cross_entropy,303,156,51,120,562,1214,477,770,0,3,6,2,310,1168,431,1983
BenchMarkAug,47,100,2019-02-14 21:02,1.1851257065595207,0.4587710084033613,0.001,adam,cross_entropy,322,190,65,129,506,1057,465,633,2,4,3,1,345,1290,432,2112
BenchMarkAug,48,100,2019-02-14 21:06,1.183974055920617,0.4532563025210084,0.001,adam,cross_entropy,318,175,59,132,558,1121,461,726,0,8,2,6,299,1237,443,2011
BenchMarkAug,49,100,2019-02-14 21:09,1.1850626024149231,0.4645483193277311,0.001,adam,cross_entropy,336,181,54,168,511,1148,466,655,0,5,5,3,328,1207,440,2049
BenchMarkAug,50,100,2019-02-14 21:12,1.1789402072712527,0.4679621848739496,0.001,adam,cross_entropy,363,194,58,123,504,1176,476,728,1,5,3,2,307,1166,428,2022
BenchMarkAug,51,100,2019-02-14 21:16,1.184778504452463,0.4575892857142857,0.001,adam,cross_entropy,321,192,49,119,525,1115,475,709,0,8,5,3,329,1226,436,2044
BenchMarkAug,52,100,2019-02-14 21:19,1.1777149782342426,0.45929621848739494,0.001,adam,cross_entropy,345,186,61,116,508,1125,470,736,2,6,9,4,320,1224,425,2019
BenchMarkAug,53,100,2019-02-14 21:22,1.1745165808726166,0.46284138655462187,0.001,adam,cross_entropy,335,164,44,124,548,1181,508,744,0,9,8,6,292,1187,405,2001
BenchMarkAug,54,100,2019-02-14 21:25,1.173482862569518,0.4634978991596639,0.001,adam,cross_entropy,325,178,44,126,566,1187,495,729,0,1,2,4,284,1175,424,2016
BenchMarkAug,55,100,2019-02-14 21:29,1.1784882626291049,0.47045693277310924,0.001,adam,cross_entropy,345,184,56,123,527,1153,455,670,1,8,6,3,302,1196,448,2079
BenchMarkAug,56,100,2019-02-14 21:32,1.1784861936407574,0.4675682773109244,0.001,adam,cross_entropy,345,190,55,128,515,1124,454,662,1,6,12,5,314,1221,444,2080
BenchMarkAug,57,100,2019-02-14 21:35,1.1758279315495894,0.4676995798319328,0.001,adam,cross_entropy,351,165,67,120,508,1125,445,679,0,5,16,6,316,1246,437,2070
BenchMarkAug,58,100,2019-02-14 21:39,1.1794455576751193,0.4637605042016807,0.001,adam,cross_entropy,356,219,76,139,508,1093,455,651,1,8,4,6,310,1221,430,2079
BenchMarkAug,59,100,2019-02-14 21:42,1.1674198215290652,0.46586134453781514,0.001,adam,cross_entropy,342,189,60,119,508,1115,478,669,2,9,8,4,323,1228,419,2083
BenchMarkAug,60,100,2019-02-14 21:45,1.1727014315330375,0.46743697478991597,0.001,adam,cross_entropy,359,184,54,141,509,1107,480,645,3,9,9,4,304,1241,422,2085
BenchMarkAug,61,100,2019-02-14 21:49,1.177217386536679,0.4587710084033613,0.001,adam,cross_entropy,330,190,55,151,529,1100,472,661,1,3,5,4,315,1248,433,2059
BenchMarkAug,62,100,2019-02-14 21:52,1.1820275258209745,0.4724264705882353,0.001,adam,cross_entropy,344,191,64,128,508,1147,473,645,1,7,9,4,322,1196,419,2098
BenchMarkAug,63,100,2019-02-14 21:55,1.1729382013870497,0.46244747899159666,0.001,adam,cross_entropy,367,200,60,142,499,1081,452,660,2,7,7,6,307,1253,446,2067
BenchMarkAug,64,100,2019-02-14 21:58,1.1807292356329449,0.46152836134453784,0.001,adam,cross_entropy,335,183,46,124,506,1112,487,682,0,5,8,9,334,1241,424,2060
BenchMarkAug,65,100,2019-02-14 22:02,1.1733549732272908,0.46704306722689076,0.001,adam,cross_entropy,325,190,53,132,504,1158,487,675,1,4,9,3,345,1189,416,2065
BenchMarkAug,66,100,2019-02-14 22:05,1.1732538514218087,0.4650735294117647,0.001,adam,cross_entropy,312,145,35,118,564,1199,520,725,0,4,1,2,299,1193,409,2030
BenchMarkAug,67,100,2019-02-14 22:08,1.1712277945825609,0.46743697478991597,0.001,adam,cross_entropy,365,199,58,123,500,1088,458,656,0,7,16,5,310,1247,433,2091
BenchMarkAug,68,100,2019-02-14 22:11,1.1748543432203389,0.4646796218487395,0.001,adam,cross_entropy,352,194,47,119,527,1146,468,722,4,5,11,4,292,1196,439,2030
BenchMarkAug,69,100,2019-02-14 22:15,1.1715418928760593,0.4638918067226891,0.001,adam,cross_entropy,317,160,51,110,526,1122,473,676,2,6,7,2,330,1253,434,2087
BenchMarkAug,70,100,2019-02-14 22:18,1.1664406727936307,0.4736081932773109,0.001,adam,cross_entropy,336,159,35,124,568,1241,560,730,0,4,12,3,271,1137,358,2018
BenchMarkAug,71,100,2019-02-14 22:21,1.1670498605501853,0.47190126050420167,0.001,adam,cross_entropy,326,161,38,100,546,1173,502,678,1,9,7,9,302,1198,418,2088
