model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet4,1,100,2019-02-14 18:37,0.9035094309661348,0.6653098739495799,0.001,adam,cross_entropy,833,65,78,70,137,1705,253,518,30,80,355,113,175,691,279,2174
MaunaNet4,2,100,2019-02-14 18:39,0.7443821793895656,0.7661502100840336,0.001,adam,cross_entropy,965,45,38,41,88,1935,197,374,17,70,567,92,105,491,163,2368
MaunaNet4,3,100,2019-02-14 18:41,0.646455215195478,0.8346901260504201,0.001,adam,cross_entropy,1014,27,23,35,69,2138,159,255,10,48,685,65,82,328,98,2520
MaunaNet4,4,100,2019-02-14 18:44,0.600572295108084,0.8610819327731093,0.001,adam,cross_entropy,1055,24,24,42,35,2233,146,198,20,57,711,76,65,227,84,2559
MaunaNet4,5,100,2019-02-14 18:48,0.538770061428264,0.9006039915966386,0.001,adam,cross_entropy,1094,19,12,31,40,2316,112,156,7,34,801,40,34,172,40,2648
MaunaNet4,6,100,2019-02-14 18:52,0.50935063119662,0.9172794117647058,0.001,adam,cross_entropy,1084,27,13,53,28,2379,83,108,14,34,833,24,49,101,36,2690
MaunaNet4,7,100,2019-02-14 18:55,0.5154349116955773,0.913077731092437,0.001,adam,cross_entropy,1078,13,8,25,23,2371,97,85,37,64,813,73,37,93,47,2692
MaunaNet4,8,100,2019-02-14 18:59,0.4351474632651119,0.9552258403361344,0.001,adam,cross_entropy,1137,5,2,13,12,2446,52,42,9,29,886,14,17,61,25,2806
MaunaNet4,9,100,2019-02-14 19:02,0.40340045347052106,0.9692752100840336,0.001,adam,cross_entropy,1150,8,3,10,5,2480,33,28,8,20,919,4,12,33,10,2833
MaunaNet4,10,100,2019-02-14 19:06,0.38459625890699484,0.9793855042016807,0.001,adam,cross_entropy,1164,3,1,3,2,2504,24,11,3,19,933,3,6,15,7,2858
MaunaNet4,11,100,2019-02-14 19:10,0.3922782833293333,0.977547268907563,0.001,adam,cross_entropy,1159,9,5,9,4,2500,20,14,3,9,935,1,9,23,5,2851
MaunaNet4,12,100,2019-02-14 19:13,0.39261472023139565,0.9754464285714286,0.001,adam,cross_entropy,1152,3,1,8,6,2505,17,21,8,11,928,2,9,22,19,2844
