model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
MaunaNet4AugDrop,1,100,2019-02-16 09:36,1.2026163286867395,0.47423245614035087,0.001,adam,cross_entropy,132,55,26,99,338,868,316,679,1,2,0,3,640,1180,456,2460
MaunaNet4AugDrop,2,100,2019-02-16 09:39,1.1581724723883435,0.49575109649122806,0.001,adam,cross_entropy,211,54,25,107,335,966,316,695,0,0,1,0,565,1085,456,2439
MaunaNet4AugDrop,3,100,2019-02-16 09:42,1.143409256386546,0.5056195175438597,0.001,adam,cross_entropy,246,63,22,126,344,977,308,649,0,0,0,0,521,1065,468,2466
MaunaNet4AugDrop,4,100,2019-02-16 09:46,1.118929567590224,0.5138432017543859,0.001,adam,cross_entropy,284,54,27,138,307,1031,307,669,0,0,0,0,520,1020,464,2434
MaunaNet4AugDrop,5,100,2019-02-16 09:49,1.1199605486034292,0.5212445175438597,0.001,adam,cross_entropy,310,54,36,124,331,1129,324,753,3,4,4,4,467,918,434,2360
MaunaNet4AugDrop,6,100,2019-02-16 09:52,1.1090523373764174,0.5206962719298246,0.001,adam,cross_entropy,324,56,48,171,305,1047,310,634,6,10,4,12,476,992,436,2424
MaunaNet4AugDrop,7,100,2019-02-16 09:55,1.102360210587493,0.5271381578947368,0.001,adam,cross_entropy,345,54,46,160,261,999,284,575,1,2,1,5,504,1050,467,2501
MaunaNet4AugDrop,8,100,2019-02-16 09:59,1.0929677507518667,0.5317982456140351,0.001,adam,cross_entropy,395,76,55,176,317,1100,297,680,0,0,0,0,399,929,446,2385
MaunaNet4AugDrop,9,100,2019-02-16 10:02,1.078893610861449,0.5433114035087719,0.001,adam,cross_entropy,374,51,40,153,284,1108,273,605,2,7,2,3,451,939,483,2480
MaunaNet4AugDrop,10,100,2019-02-16 10:05,1.0794494088772124,0.5413925438596491,0.001,adam,cross_entropy,407,60,49,161,276,1081,297,613,9,13,14,19,419,951,438,2448
MaunaNet4AugDrop,11,100,2019-02-16 10:08,1.0684128482784845,0.5433114035087719,0.001,adam,cross_entropy,417,56,57,181,263,1104,281,613,23,24,18,22,408,921,442,2425
MaunaNet4AugDrop,12,100,2019-02-16 10:12,1.0527796787498271,0.5633223684210527,0.001,adam,cross_entropy,469,76,71,162,245,1112,271,553,22,36,26,23,375,881,430,2503
MaunaNet4AugDrop,13,100,2019-02-16 10:15,1.04731993548638,0.5668859649122807,0.001,adam,cross_entropy,468,66,66,167,198,1100,224,511,48,30,41,36,397,909,467,2527
