model,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
BenchMarkAugBn,1,100,2019-02-16 09:34,1.2501737881550747,0.43462171052631576,0.001,adam,cross_entropy,27,31,10,42,93,168,68,220,2,4,2,5,989,1902,718,2974
BenchMarkAugBn,2,100,2019-02-16 09:37,1.2164086535968612,0.4454495614035088,0.001,adam,cross_entropy,21,12,1,18,120,245,89,239,1,2,1,1,969,1846,707,2983
BenchMarkAugBn,3,100,2019-02-16 09:41,1.1899330341710455,0.46641995614035087,0.001,adam,cross_entropy,87,44,26,33,201,564,195,456,10,12,9,9,813,1485,568,2743
BenchMarkAugBn,4,100,2019-02-16 09:44,1.201540381507536,0.4616228070175439,0.001,adam,cross_entropy,47,23,28,50,197,446,171,319,12,18,14,11,855,1618,585,2861
BenchMarkAugBn,5,100,2019-02-16 09:47,1.1836121145602876,0.4805372807017544,0.001,adam,cross_entropy,76,22,16,38,313,848,319,621,2,1,2,2,720,1234,461,2580
BenchMarkAugBn,6,100,2019-02-16 09:50,1.1712981367533186,0.4823190789473684,0.001,adam,cross_entropy,146,52,43,65,259,739,264,541,5,18,10,11,701,1296,481,2624
BenchMarkAugBn,7,100,2019-02-16 09:54,1.170410696384126,0.47478070175438597,0.001,adam,cross_entropy,117,57,38,57,309,752,256,589,4,8,3,3,681,1288,501,2592
BenchMarkAugBn,8,100,2019-02-16 09:57,1.1713360811756774,0.4760142543859649,0.001,adam,cross_entropy,87,43,31,42,340,839,288,648,4,6,5,9,680,1217,474,2542
BenchMarkAugBn,9,100,2019-02-16 10:00,1.151865461231333,0.49451754385964913,0.001,adam,cross_entropy,148,30,33,45,280,879,276,616,4,7,10,9,679,1189,479,2571
BenchMarkAugBn,10,100,2019-02-16 10:03,1.1479882434406112,0.4960252192982456,0.001,adam,cross_entropy,228,75,64,111,271,838,226,583,12,11,17,11,600,1181,491,2536
BenchMarkAugBn,11,100,2019-02-16 10:07,1.1429560838547428,0.4987664473684211,0.001,adam,cross_entropy,246,90,72,94,206,738,238,490,28,31,22,24,631,1246,466,2633
BenchMarkAugBn,12,100,2019-02-16 10:10,1.1285530022815264,0.5094572368421053,0.001,adam,cross_entropy,312,62,86,120,182,808,184,534,39,34,39,29,578,1201,489,2558
