model,fz_depth,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
AlexNet,8,16,100,2019-02-27 16:20,0.83450218138656,0.9080284552845529,0.01,sgd,cross_entropy,1325,22,23,54,24,2706,169,80,17,44,930,57,20,84,84,2187
AlexNet,8,17,100,2019-02-27 16:25,0.8317015112900152,0.911839430894309,0.01,sgd,cross_entropy,1329,17,15,46,19,2702,154,93,13,50,950,42,25,87,87,2197
AlexNet,8,18,100,2019-02-27 16:31,0.8260168060054623,0.9161585365853658,0.01,sgd,cross_entropy,1338,19,19,39,18,2700,150,76,16,61,958,47,14,76,79,2216
AlexNet,8,19,100,2019-02-27 16:36,0.8249777196868648,0.9176829268292683,0.01,sgd,cross_entropy,1331,18,20,43,19,2705,141,70,16,51,973,50,20,82,72,2215
AlexNet,8,20,100,2019-02-27 16:41,0.8203941903463224,0.9220020325203252,0.01,sgd,cross_entropy,1339,18,16,38,13,2715,136,78,16,52,982,40,18,71,72,2222
AlexNet,8,21,100,2019-02-27 16:46,0.8178421888894182,0.9249237804878049,0.01,sgd,cross_entropy,1332,18,18,46,15,2733,129,70,18,44,993,39,21,61,66,2223
AlexNet,8,22,100,2019-02-27 16:51,0.815770094956809,0.9270833333333334,0.01,sgd,cross_entropy,1340,13,18,45,11,2739,117,76,14,43,997,35,21,61,74,2222
AlexNet,8,23,100,2019-02-27 16:56,0.8141655650565295,0.9278455284552846,0.01,sgd,cross_entropy,1344,21,18,35,14,2725,119,69,15,43,995,34,13,67,74,2240
AlexNet,8,24,100,2019-02-27 17:01,0.8103834943073552,0.931275406504065,0.01,sgd,cross_entropy,1347,11,17,33,12,2730,107,67,12,51,1015,39,15,64,67,2239
AlexNet,8,25,100,2019-02-27 17:06,0.8098095529447726,0.9330538617886179,0.01,sgd,cross_entropy,1344,11,10,40,16,2746,120,61,11,41,1012,34,15,58,64,2243
AlexNet,8,26,100,2019-02-27 17:11,0.8081930517181148,0.9341971544715447,0.01,sgd,cross_entropy,1346,12,10,36,13,2736,108,64,14,42,1024,30,13,66,64,2248
AlexNet,8,27,100,2019-02-27 17:17,0.8080471628080539,0.9340701219512195,0.01,sgd,cross_entropy,1345,13,13,40,12,2740,105,53,11,42,1017,34,18,61,71,2251
AlexNet,8,28,100,2019-02-27 17:22,0.8047296167389164,0.936229674796748,0.01,sgd,cross_entropy,1345,9,16,34,18,2749,96,66,11,32,1025,27,12,66,69,2251
AlexNet,8,29,100,2019-02-27 17:27,0.8051563045842861,0.9363567073170732,0.01,sgd,cross_entropy,1348,12,18,33,13,2757,98,68,13,32,1018,29,12,55,72,2248
AlexNet,8,30,100,2019-02-27 17:32,0.804829667254192,0.9348323170731707,0.01,sgd,cross_entropy,1342,11,10,34,12,2750,99,63,12,38,1026,40,20,57,71,2241
AlexNet,8,31,100,2019-02-27 17:37,0.7986349710604039,0.943724593495935,0.01,sgd,cross_entropy,1348,12,12,23,12,2769,96,50,14,31,1035,28,12,44,63,2277
AlexNet,8,32,100,2019-02-27 17:42,0.7976371951219512,0.9451219512195121,0.01,sgd,cross_entropy,1359,7,12,19,9,2768,102,58,8,27,1036,24,10,54,56,2277
AlexNet,8,33,100,2019-02-27 17:47,0.798286872181466,0.9433434959349594,0.01,sgd,cross_entropy,1361,14,13,25,10,2763,99,58,7,31,1033,26,8,48,61,2269
AlexNet,8,34,100,2019-02-27 17:52,0.7957322655654535,0.9444867886178862,0.01,sgd,cross_entropy,1338,11,7,18,11,2769,93,50,12,27,1045,27,25,49,61,2283
AlexNet,8,35,100,2019-02-27 17:57,0.7934186361669525,0.9484247967479674,0.01,sgd,cross_entropy,1351,11,11,22,11,2777,78,47,7,22,1053,24,17,46,64,2285
AlexNet,8,36,100,2019-02-27 18:02,0.7935772407345656,0.9474085365853658,0.01,sgd,cross_entropy,1354,11,15,20,11,2776,87,56,7,25,1049,23,14,44,55,2279
AlexNet,8,37,100,2019-02-27 18:08,0.7909671814461064,0.9505843495934959,0.01,sgd,cross_entropy,1363,5,17,20,3,2780,83,48,7,27,1051,21,13,44,55,2289
AlexNet,8,38,100,2019-02-27 18:13,0.7893209690000953,0.9529979674796748,0.01,sgd,cross_entropy,1359,9,11,9,10,2790,97,40,8,23,1046,22,9,34,52,2307
AlexNet,8,39,100,2019-02-27 18:18,0.7908211684808498,0.9523628048780488,0.01,sgd,cross_entropy,1358,11,16,14,10,2798,85,47,6,18,1050,26,12,29,55,2291
AlexNet,8,40,100,2019-02-27 18:23,0.7854153392760734,0.9554115853658537,0.01,sgd,cross_entropy,1364,5,7,13,8,2799,80,45,7,21,1059,21,7,31,60,2299
AlexNet,8,41,100,2019-02-27 18:28,0.7855758046716209,0.9559197154471545,0.01,sgd,cross_entropy,1366,9,11,15,5,2799,85,42,6,16,1057,18,9,32,53,2303
AlexNet,8,42,100,2019-02-27 18:33,0.7857674079212716,0.9560467479674797,0.01,sgd,cross_entropy,1357,6,9,14,9,2814,80,41,5,15,1056,24,15,21,61,2299
AlexNet,8,43,100,2019-02-27 18:38,0.7848192540610709,0.9571900406504065,0.01,sgd,cross_entropy,1360,6,6,7,13,2803,77,48,5,14,1066,17,8,33,57,2306
AlexNet,8,44,100,2019-02-27 18:43,0.7826164059522676,0.9592225609756098,0.01,sgd,cross_entropy,1369,6,11,14,5,2808,74,34,3,19,1060,16,9,23,61,2314
AlexNet,8,45,100,2019-02-27 18:49,0.7824563127223069,0.9582063008130082,0.01,sgd,cross_entropy,1369,6,12,10,6,2805,74,50,4,21,1064,13,7,24,56,2305
AlexNet,8,46,100,2019-02-27 18:54,0.7819010416666666,0.9579522357723578,0.01,sgd,cross_entropy,1369,6,10,10,8,2804,70,46,3,24,1062,16,6,22,64,2306
AlexNet,8,47,100,2019-02-27 18:59,0.7787889930290904,0.9620172764227642,0.01,sgd,cross_entropy,1373,6,8,7,5,2812,72,42,3,17,1077,18,5,21,49,2311
AlexNet,8,48,100,2019-02-27 19:04,0.7787568627334223,0.962525406504065,0.01,sgd,cross_entropy,1369,9,9,18,4,2817,73,31,4,10,1077,15,9,20,47,2314
AlexNet,8,49,100,2019-02-27 19:09,0.7797011088549606,0.9603658536585366,0.01,sgd,cross_entropy,1371,6,10,9,5,2808,79,32,4,22,1067,23,6,20,50,2314
AlexNet,8,50,100,2019-02-27 19:14,0.7782267748824949,0.9620172764227642,0.01,sgd,cross_entropy,1372,8,9,10,5,2814,69,39,2,13,1075,17,7,21,53,2312
AlexNet,8,51,100,2019-02-27 19:19,0.7774699141339558,0.9640497967479674,0.01,sgd,cross_entropy,1372,4,11,9,5,2815,68,35,3,22,1087,19,6,15,40,2315
AlexNet,8,52,100,2019-02-27 19:24,0.7786697139584922,0.9621443089430894,0.01,sgd,cross_entropy,1368,7,7,12,5,2813,67,43,5,17,1081,11,8,19,51,2312
AlexNet,8,53,100,2019-02-27 19:29,0.7751982153915777,0.9663363821138211,0.01,sgd,cross_entropy,1370,2,7,14,6,2829,61,36,3,12,1091,11,7,13,47,2317
AlexNet,8,54,100,2019-02-27 19:34,0.77452875152836,0.9672256097560976,0.01,sgd,cross_entropy,1369,6,8,10,6,2825,60,29,5,12,1089,8,6,13,49,2331
AlexNet,8,55,100,2019-02-27 19:39,0.7754511019078697,0.9654471544715447,0.01,sgd,cross_entropy,1375,6,12,10,6,2815,62,29,3,18,1086,15,2,17,46,2324
AlexNet,8,56,100,2019-02-27 19:44,0.7730410816223641,0.9672256097560976,0.01,sgd,cross_entropy,1375,3,6,9,5,2827,65,28,3,11,1088,17,3,15,47,2324
AlexNet,8,57,100,2019-02-27 19:49,0.7743990518213287,0.9663363821138211,0.01,sgd,cross_entropy,1372,5,10,6,6,2823,65,35,2,13,1089,14,6,15,42,2323
AlexNet,8,58,100,2019-02-27 19:54,0.7736432455419525,0.9662093495934959,0.01,sgd,cross_entropy,1369,4,8,8,8,2815,62,31,5,15,1091,8,4,22,45,2331
AlexNet,8,59,100,2019-02-27 19:59,0.7726987513100229,0.967479674796748,0.01,sgd,cross_entropy,1371,5,12,12,7,2832,63,34,2,8,1088,7,6,11,43,2325
AlexNet,8,60,100,2019-02-27 20:04,0.7718988434086002,0.9695121951219512,0.01,sgd,cross_entropy,1377,5,7,10,4,2831,56,28,2,10,1100,16,3,10,43,2324
AlexNet,8,61,100,2019-02-27 20:11,0.772549450882082,0.9667174796747967,0.01,sgd,cross_entropy,1371,7,10,9,3,2827,55,30,1,14,1090,17,11,8,51,2322
AlexNet,8,62,100,2019-02-27 20:18,0.7705808189826283,0.9702743902439024,0.01,sgd,cross_entropy,1374,8,6,6,4,2825,59,24,4,10,1100,9,4,13,41,2339
AlexNet,8,63,100,2019-02-27 20:26,0.7700069396476436,0.9707825203252033,0.01,sgd,cross_entropy,1375,3,9,8,4,2831,58,28,3,12,1101,7,4,10,38,2335
AlexNet,8,64,100,2019-02-27 20:33,0.77121610563945,0.9686229674796748,0.01,sgd,cross_entropy,1372,2,12,8,9,2833,58,29,3,12,1097,18,2,9,39,2323
AlexNet,8,65,100,2019-02-27 20:41,0.7696172822781695,0.9704014227642277,0.01,sgd,cross_entropy,1377,4,9,5,5,2822,57,23,2,18,1103,13,2,12,37,2337
AlexNet,8,66,100,2019-02-27 20:49,0.7698973989099022,0.9714176829268293,0.01,sgd,cross_entropy,1373,3,11,6,5,2839,50,30,3,5,1103,10,5,9,42,2332
AlexNet,8,67,100,2019-02-27 20:58,0.7695332348831301,0.9716717479674797,0.01,sgd,cross_entropy,1376,5,13,8,4,2825,42,25,3,13,1115,12,3,13,36,2333
AlexNet,8,68,100,2019-02-27 21:05,0.7698679978285379,0.9697662601626016,0.01,sgd,cross_entropy,1373,5,10,7,7,2821,47,32,4,18,1112,11,2,12,37,2328
AlexNet,8,69,100,2019-02-27 21:17,0.7673017300241362,0.9728150406504065,0.01,sgd,cross_entropy,1374,5,7,9,4,2833,51,23,3,7,1119,14,5,11,29,2332
AlexNet,8,70,100,2019-02-27 21:24,0.7674252889989838,0.9730691056910569,0.01,sgd,cross_entropy,1375,5,11,5,3,2827,43,24,3,13,1117,8,5,11,35,2341
AlexNet,8,71,100,2019-02-27 21:33,0.7686536835461129,0.9723069105691057,0.01,sgd,cross_entropy,1377,5,10,7,4,2826,48,27,1,12,1119,12,4,13,29,2332
AlexNet,8,72,100,2019-02-27 21:40,0.7667826210580221,0.9731961382113821,0.01,sgd,cross_entropy,1375,3,8,6,7,2831,47,27,1,10,1119,9,3,12,32,2336
AlexNet,8,73,100,2019-02-27 21:43,0.7651670502453316,0.9754827235772358,0.01,sgd,cross_entropy,1375,5,4,4,6,2834,41,25,3,12,1129,8,2,5,32,2341
AlexNet,8,74,100,2019-02-27 21:46,0.7661532270229929,0.9748475609756098,0.01,sgd,cross_entropy,1375,4,7,8,4,2830,33,23,2,12,1136,14,5,10,30,2333
AlexNet,8,75,100,2019-02-27 21:49,0.7650851117886179,0.9748475609756098,0.01,sgd,cross_entropy,1373,3,6,7,3,2836,42,25,4,11,1133,14,6,6,25,2332
AlexNet,8,76,100,2019-02-27 21:53,0.764627658254732,0.976244918699187,0.01,sgd,cross_entropy,1376,3,4,7,5,2836,36,30,2,9,1138,6,3,8,28,2335
AlexNet,8,77,100,2019-02-27 21:57,0.7618314541452299,0.9784044715447154,0.01,sgd,cross_entropy,1378,4,5,4,4,2835,32,20,2,8,1149,14,2,9,20,2340
AlexNet,8,78,100,2019-02-27 22:00,0.7629908119759908,0.977515243902439,0.01,sgd,cross_entropy,1373,3,8,3,5,2836,32,23,3,8,1145,11,5,9,21,2341
AlexNet,8,79,100,2019-02-27 22:03,0.7632348285457953,0.976880081300813,0.01,sgd,cross_entropy,1377,5,3,2,3,2835,35,21,2,9,1138,15,4,7,30,2340
AlexNet,8,80,100,2019-02-27 22:06,0.763849956233327,0.976244918699187,0.01,sgd,cross_entropy,1378,4,7,4,4,2829,32,28,2,10,1140,8,2,13,27,2338
AlexNet,8,81,100,2019-02-27 22:09,0.762966931350832,0.9766260162601627,0.01,sgd,cross_entropy,1377,4,7,4,4,2836,43,24,1,8,1134,9,4,8,22,2341
AlexNet,8,82,100,2019-02-27 22:12,0.7612140314365791,0.9792936991869918,0.01,sgd,cross_entropy,1377,2,5,7,4,2838,25,20,1,10,1153,10,4,6,23,2341
AlexNet,8,83,100,2019-02-27 22:15,0.7606842537236408,0.9795477642276422,0.01,sgd,cross_entropy,1381,4,3,2,2,2835,31,19,1,9,1148,10,2,8,24,2347
AlexNet,8,84,100,2019-02-27 22:18,0.7599263385059388,0.9805640243902439,0.01,sgd,cross_entropy,1378,4,1,2,5,2835,19,23,1,8,1160,7,2,9,26,2346
AlexNet,8,85,100,2019-02-27 22:21,0.7613360397214812,0.9780233739837398,0.01,sgd,cross_entropy,1377,6,6,2,5,2836,24,25,1,6,1147,12,3,8,29,2339
AlexNet,8,86,100,2019-02-27 22:24,0.7600253965796494,0.9799288617886179,0.01,sgd,cross_entropy,1380,2,5,6,3,2839,27,21,2,7,1156,12,1,8,18,2339
AlexNet,8,87,100,2019-02-27 22:27,0.7596028645833334,0.9804369918699187,0.01,sgd,cross_entropy,1377,4,4,6,2,2838,22,21,3,8,1161,9,4,6,19,2342
AlexNet,8,88,100,2019-02-27 22:30,0.7584564705205158,0.9818343495934959,0.01,sgd,cross_entropy,1380,3,4,2,3,2838,23,19,2,8,1163,9,1,7,16,2348
AlexNet,8,89,100,2019-02-27 22:33,0.7594012128628367,0.9799288617886179,0.01,sgd,cross_entropy,1374,2,1,4,6,2835,21,23,3,12,1165,11,3,7,19,2340
AlexNet,8,90,100,2019-02-27 22:36,0.7578287512306275,0.9817073170731707,0.01,sgd,cross_entropy,1380,4,0,3,3,2842,22,22,1,4,1164,11,2,6,20,2342
AlexNet,8,91,100,2019-02-27 22:39,0.758819580078125,0.9805640243902439,0.01,sgd,cross_entropy,1382,3,4,2,2,2838,22,22,1,10,1158,13,1,5,22,2341
AlexNet,8,92,100,2019-02-27 22:42,0.758756187873158,0.9808180894308943,0.01,sgd,cross_entropy,1377,4,4,2,4,2839,22,20,3,9,1160,11,2,4,20,2345
AlexNet,8,93,100,2019-02-27 22:45,0.7589789910045096,0.9805640243902439,0.01,sgd,cross_entropy,1378,3,5,4,3,2837,20,18,2,8,1160,12,3,8,21,2344
AlexNet,8,94,100,2019-02-27 22:48,0.7562729129946328,0.983739837398374,0.01,sgd,cross_entropy,1380,3,3,3,2,2846,19,17,2,3,1167,7,2,4,17,2351
AlexNet,8,95,100,2019-02-27 22:51,0.7573285606818471,0.9819613821138211,0.01,sgd,cross_entropy,1381,3,4,2,3,2839,17,19,1,9,1163,10,1,5,22,2347
AlexNet,8,96,100,2019-02-27 22:54,0.7565981236899771,0.983104674796748,0.01,sgd,cross_entropy,1380,3,3,4,3,2843,19,22,1,4,1168,4,2,6,16,2348
AlexNet,8,97,100,2019-02-27 22:57,0.7568229737320566,0.9832317073170732,0.01,sgd,cross_entropy,1381,2,1,4,3,2844,18,18,1,4,1169,10,1,6,18,2346
AlexNet,8,98,100,2019-02-27 23:00,0.75531005859375,0.9841209349593496,0.01,sgd,cross_entropy,1381,4,3,3,2,2845,19,18,2,3,1172,8,1,4,12,2349
AlexNet,8,99,100,2019-02-27 23:03,0.7570719525096862,0.9825965447154471,0.01,sgd,cross_entropy,1378,2,2,4,4,2844,17,20,2,5,1168,9,2,5,19,2345
AlexNet,8,100,100,2019-02-27 23:06,0.757164931878811,0.9824695121951219,0.01,sgd,cross_entropy,1378,2,3,3,2,2845,14,17,4,4,1167,14,2,5,22,2344
