model,fz_depth,data_aug,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
ResNet18,45,0,56,15,100,2019-03-31 13:07,0.3369858741760254,0.8877604166666667,0.0005,sgd,cross_entropy,1272,17,43,46,19,2263,186,128,18,62,887,84,43,123,90,2396
ResNet18,45,0,56,16,100,2019-03-31 13:12,0.3288132667541504,0.896875,0.0005,sgd,cross_entropy,1271,18,32,45,21,2279,172,104,21,53,908,75,39,115,94,2430
ResNet18,45,0,56,17,100,2019-03-31 13:16,0.3208797454833984,0.894140625,0.0005,sgd,cross_entropy,1274,12,42,42,20,2267,152,121,21,65,922,87,37,121,90,2404
ResNet18,45,0,56,18,100,2019-03-31 13:21,0.3105997403462728,0.90078125,0.0005,sgd,cross_entropy,1274,15,30,37,21,2286,168,112,19,52,925,72,38,112,83,2433
ResNet18,45,0,56,19,100,2019-03-31 13:26,0.30626217524210614,0.9018229166666667,0.0005,sgd,cross_entropy,1289,18,31,42,17,2280,158,109,12,62,921,67,34,105,96,2436
ResNet18,45,0,56,20,100,2019-03-31 13:31,0.2982012430826823,0.902734375,0.00025,sgd,cross_entropy,1278,15,36,33,15,2277,158,104,20,66,936,75,39,107,76,2442
ResNet18,45,0,56,21,100,2019-03-31 13:35,0.2925731341044108,0.9040364583333333,0.00025,sgd,cross_entropy,1282,19,39,43,13,2295,148,109,15,53,936,72,42,98,83,2430
ResNet18,45,0,56,22,100,2019-03-31 13:40,0.29087978998819985,0.9052083333333333,0.00025,sgd,cross_entropy,1287,17,41,33,14,2287,147,98,17,53,931,76,34,108,87,2447
ResNet18,45,0,56,23,100,2019-03-31 13:45,0.288036314646403,0.9108072916666666,0.00025,sgd,cross_entropy,1290,16,32,42,14,2289,139,97,18,60,959,58,30,100,76,2457
ResNet18,45,0,56,24,100,2019-03-31 13:49,0.28154792785644533,0.9115885416666667,0.00025,sgd,cross_entropy,1289,14,29,32,13,2303,153,98,15,44,942,57,35,104,82,2467
ResNet18,45,0,56,25,100,2019-03-31 13:54,0.2817016919453939,0.9067708333333333,0.00025,sgd,cross_entropy,1290,15,34,35,13,2298,155,114,17,60,939,68,32,92,78,2437
ResNet18,45,0,56,26,100,2019-03-31 13:59,0.27525930404663085,0.912109375,0.00025,sgd,cross_entropy,1294,13,31,33,14,2313,149,99,11,52,944,68,33,87,82,2454
ResNet18,45,0,56,27,100,2019-03-31 14:03,0.27616071701049805,0.90859375,0.00025,sgd,cross_entropy,1297,12,32,32,13,2285,148,103,14,59,951,74,28,109,75,2445
ResNet18,45,0,56,28,100,2019-03-31 14:08,0.2743531227111816,0.9118489583333333,0.00025,sgd,cross_entropy,1288,11,34,36,15,2303,148,96,17,58,950,60,32,93,74,2462
ResNet18,45,0,56,29,100,2019-03-31 14:13,0.2677503267923991,0.9130208333333333,0.00025,sgd,cross_entropy,1285,13,29,30,12,2306,143,98,19,54,955,60,36,92,79,2466
ResNet18,45,0,56,30,100,2019-03-31 14:18,0.26360198656717937,0.9174479166666667,0.000125,sgd,cross_entropy,1297,12,25,35,11,2315,137,86,16,43,968,67,28,95,76,2466
ResNet18,45,0,56,31,100,2019-03-31 14:22,0.2665046374003092,0.914453125,0.000125,sgd,cross_entropy,1287,14,24,33,18,2304,145,88,15,51,963,64,32,96,74,2469
ResNet18,45,0,56,32,100,2019-03-31 14:27,0.26387036641438805,0.9135416666666667,0.000125,sgd,cross_entropy,1292,11,31,42,14,2304,144,88,15,54,955,59,31,96,76,2465
ResNet18,45,0,56,33,100,2019-03-31 14:31,0.25861687660217286,0.9184895833333333,0.000125,sgd,cross_entropy,1294,11,32,30,6,2312,147,73,21,52,960,63,31,90,67,2488
ResNet18,45,0,56,34,100,2019-03-31 14:36,0.2619228680928548,0.9147135416666666,0.000125,sgd,cross_entropy,1298,10,30,35,12,2304,135,94,13,52,968,70,29,99,73,2455
ResNet18,45,0,56,35,100,2019-03-31 14:41,0.26030240058898924,0.915625,0.000125,sgd,cross_entropy,1292,16,32,26,8,2306,137,86,19,48,964,72,33,95,73,2470
ResNet18,45,0,56,36,100,2019-03-31 14:45,0.2588509559631348,0.9169270833333333,0.000125,sgd,cross_entropy,1290,13,31,35,13,2311,131,86,18,48,973,65,31,93,71,2468
ResNet18,45,0,56,37,100,2019-03-31 14:50,0.25529581705729165,0.91875,0.000125,sgd,cross_entropy,1286,11,30,25,11,2326,137,74,18,46,950,61,37,82,89,2494
ResNet18,45,0,56,38,100,2019-03-31 14:55,0.2541596253712972,0.9170572916666667,0.000125,sgd,cross_entropy,1286,15,33,30,16,2307,130,82,15,50,967,59,35,93,76,2483
ResNet18,45,0,56,39,100,2019-03-31 14:59,0.2513613224029541,0.9205729166666666,0.000125,sgd,cross_entropy,1300,12,27,36,10,2317,133,84,10,50,972,53,32,86,74,2481
ResNet18,45,0,56,40,100,2019-03-31 15:04,0.25461397171020506,0.9165364583333333,6.25e-05,sgd,cross_entropy,1291,12,32,27,14,2311,136,84,16,49,962,68,31,93,76,2475
ResNet18,45,0,56,41,100,2019-03-31 15:09,0.25252585411071776,0.9203125,6.25e-05,sgd,cross_entropy,1299,12,20,31,11,2320,128,86,12,52,981,69,30,81,77,2468
ResNet18,45,0,56,42,100,2019-03-31 15:13,0.2492216110229492,0.919140625,6.25e-05,sgd,cross_entropy,1301,14,27,36,11,2310,120,88,19,46,987,69,21,95,72,2461
ResNet18,45,0,56,43,100,2019-03-31 15:18,0.25046202341715496,0.9209635416666667,6.25e-05,sgd,cross_entropy,1291,14,31,28,13,2319,131,81,14,47,976,58,34,85,68,2487
ResNet18,45,0,56,44,100,2019-03-31 15:22,0.24790326754252115,0.9204427083333333,6.25e-05,sgd,cross_entropy,1297,16,34,24,12,2316,135,80,12,46,970,64,31,87,67,2486
ResNet18,45,0,56,45,100,2019-03-31 15:27,0.24810717900594076,0.92265625,6.25e-05,sgd,cross_entropy,1293,9,30,36,12,2325,122,74,15,46,987,63,32,85,67,2481
ResNet18,45,0,56,46,100,2019-03-31 15:32,0.24664751688639322,0.9234375,6.25e-05,sgd,cross_entropy,1299,8,34,28,13,2320,133,77,16,45,974,50,24,92,65,2499
ResNet18,45,0,56,47,100,2019-03-31 15:36,0.24713613192240397,0.921875,6.25e-05,sgd,cross_entropy,1301,13,32,30,10,2322,129,82,13,45,971,56,28,85,74,2486
ResNet18,45,0,56,48,100,2019-03-31 15:41,0.24484068552652996,0.9205729166666666,6.25e-05,sgd,cross_entropy,1299,16,39,27,14,2311,128,79,12,55,973,61,27,83,66,2487
ResNet18,45,0,56,49,100,2019-03-31 15:46,0.24003928502400715,0.923046875,6.25e-05,sgd,cross_entropy,1299,10,30,31,8,2315,128,76,17,52,988,60,28,88,60,2487
ResNet18,45,0,56,50,100,2019-03-31 15:50,0.2444890340169271,0.9220052083333333,3.125e-05,sgd,cross_entropy,1300,16,24,25,11,2313,126,94,18,44,985,52,23,92,71,2483
ResNet18,45,0,56,51,100,2019-03-31 15:55,0.24568837483723957,0.920703125,3.125e-05,sgd,cross_entropy,1296,10,25,32,14,2318,127,89,16,45,985,61,26,92,69,2472
ResNet18,45,0,56,52,100,2019-03-31 16:00,0.24611498514811198,0.919140625,3.125e-05,sgd,cross_entropy,1296,17,26,29,10,2316,126,91,14,47,977,64,32,85,77,2470
