model,fz_depth,data_aug,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
ResNet18,30,0,720,11,100,2019-03-31 12:46,0.26930189526770726,0.9201962809917356,0.0005,sgd,cross_entropy,1210,5,24,23,6,2456,152,98,9,41,819,43,17,107,66,2641
ResNet18,30,0,720,12,100,2019-03-31 12:51,0.25898173623833776,0.9209710743801653,0.0005,sgd,cross_entropy,1210,6,24,22,8,2470,153,110,9,36,820,41,15,97,64,2632
ResNet18,30,0,720,13,100,2019-03-31 12:56,0.24692182304445376,0.9240702479338843,0.0005,sgd,cross_entropy,1221,9,20,21,2,2460,137,102,10,42,835,42,9,98,69,2640
ResNet18,30,0,720,14,100,2019-03-31 13:00,0.2383856182256021,0.9296229338842975,0.0005,sgd,cross_entropy,1215,5,16,17,7,2488,131,101,9,23,847,38,11,93,67,2649
ResNet18,30,0,720,15,100,2019-03-31 13:05,0.2312474369017546,0.9275568181818182,0.0005,sgd,cross_entropy,1213,6,20,25,3,2467,134,92,9,35,846,31,17,101,61,2657
ResNet18,30,0,720,16,100,2019-03-31 13:10,0.22099964677794906,0.9322055785123967,0.0005,sgd,cross_entropy,1215,3,21,21,6,2492,117,86,11,30,847,33,10,84,76,2665
ResNet18,30,0,720,17,100,2019-03-31 13:15,0.20974482386565405,0.9371126033057852,0.0005,sgd,cross_entropy,1221,3,14,22,3,2500,114,86,6,24,871,32,12,82,62,2665
ResNet18,30,0,720,18,100,2019-03-31 13:19,0.20634752068637816,0.9391787190082644,0.0005,sgd,cross_entropy,1217,3,16,14,4,2493,112,78,10,26,882,32,11,87,51,2681
ResNet18,30,0,720,19,100,2019-03-31 13:24,0.19949791648171164,0.9386621900826446,0.0005,sgd,cross_entropy,1216,0,10,23,3,2504,110,83,9,27,886,36,14,78,55,2663
ResNet18,30,0,720,20,100,2019-03-31 13:29,0.19101461300179978,0.9402117768595041,0.00025,sgd,cross_entropy,1221,4,20,20,5,2502,100,77,7,22,890,40,9,81,51,2668
ResNet18,30,0,720,21,100,2019-03-31 13:33,0.18715284678561628,0.9434400826446281,0.00025,sgd,cross_entropy,1229,2,16,22,3,2506,106,63,4,23,883,32,6,78,56,2688
ResNet18,30,0,720,22,100,2019-03-31 13:38,0.18608339167823476,0.9433109504132231,0.00025,sgd,cross_entropy,1222,2,10,20,5,2506,96,78,7,29,900,30,8,72,55,2677
ResNet18,30,0,720,23,100,2019-03-31 13:43,0.18320395729758523,0.9434400826446281,0.00025,sgd,cross_entropy,1220,3,14,20,4,2504,89,76,9,27,904,31,9,75,54,2678
ResNet18,30,0,720,24,100,2019-03-31 13:47,0.18129287278356632,0.9443440082644629,0.00025,sgd,cross_entropy,1218,4,13,16,4,2513,96,72,8,19,895,30,12,73,57,2687
ResNet18,30,0,720,25,100,2019-03-31 13:52,0.17385747610044874,0.9479597107438017,0.00025,sgd,cross_entropy,1228,4,15,19,3,2515,93,62,5,18,901,27,6,72,52,2697
ResNet18,30,0,720,26,100,2019-03-31 13:57,0.17223315593624902,0.9504132231404959,0.00025,sgd,cross_entropy,1226,5,17,11,2,2510,77,66,6,24,921,25,8,70,46,2703
ResNet18,30,0,720,27,100,2019-03-31 14:01,0.17145656554166935,0.9470557851239669,0.00025,sgd,cross_entropy,1220,3,12,15,4,2511,81,66,9,21,911,32,9,74,57,2692
ResNet18,30,0,720,28,100,2019-03-31 14:06,0.17008388929130616,0.9487345041322314,0.00025,sgd,cross_entropy,1223,2,16,13,3,2510,92,64,7,24,909,23,9,73,44,2705
ResNet18,30,0,720,29,100,2019-03-31 14:11,0.16971041151314728,0.9496384297520661,0.00025,sgd,cross_entropy,1226,5,16,14,4,2514,84,70,5,21,919,26,7,69,42,2695
ResNet18,30,0,720,30,100,2019-03-31 14:16,0.1667475582154329,0.9492510330578512,0.000125,sgd,cross_entropy,1226,6,16,15,2,2511,82,58,7,19,913,31,7,73,50,2701
ResNet18,30,0,720,31,100,2019-03-31 14:20,0.159990641696394,0.9538997933884298,0.000125,sgd,cross_entropy,1224,1,18,15,2,2531,77,59,7,19,926,25,9,58,40,2706
ResNet18,30,0,720,32,100,2019-03-31 14:25,0.16032155880258103,0.9520919421487604,0.000125,sgd,cross_entropy,1220,1,15,14,3,2528,75,72,8,17,927,21,11,63,44,2698
ResNet18,30,0,720,33,100,2019-03-31 14:29,0.16040909191793648,0.9526084710743802,0.000125,sgd,cross_entropy,1222,3,14,15,1,2526,76,60,10,23,924,25,9,57,47,2705
ResNet18,30,0,720,34,100,2019-03-31 14:34,0.15971737065591102,0.9523502066115702,0.000125,sgd,cross_entropy,1215,2,11,11,3,2530,75,65,10,21,925,24,14,56,50,2705
ResNet18,30,0,720,35,100,2019-03-31 14:39,0.15938066845097817,0.9538997933884298,0.000125,sgd,cross_entropy,1232,1,11,13,2,2524,77,64,4,14,927,24,4,70,46,2704
ResNet18,30,0,720,36,100,2019-03-31 14:43,0.15571463403622965,0.9536415289256198,0.000125,sgd,cross_entropy,1226,7,10,13,3,2524,75,59,7,20,928,26,6,58,48,2707
ResNet18,30,0,720,37,100,2019-03-31 14:48,0.15318854781221752,0.9551911157024794,0.000125,sgd,cross_entropy,1226,0,14,8,2,2534,78,64,6,19,927,23,8,56,42,2710
ResNet18,30,0,720,38,100,2019-03-31 14:53,0.15142319419167258,0.9564824380165289,0.000125,sgd,cross_entropy,1224,0,13,10,6,2531,67,55,6,19,936,24,6,59,45,2716
ResNet18,30,0,720,39,100,2019-03-31 14:57,0.1514217439761832,0.9518336776859504,0.000125,sgd,cross_entropy,1224,5,15,11,2,2517,74,64,8,24,929,29,8,63,43,2701
ResNet18,30,0,720,40,100,2019-03-31 15:02,0.15393950722434305,0.952995867768595,6.25e-05,sgd,cross_entropy,1218,2,12,17,6,2532,75,58,8,20,926,26,10,55,48,2704
ResNet18,30,0,720,41,100,2019-03-31 15:07,0.14860406985952834,0.9558367768595041,6.25e-05,sgd,cross_entropy,1223,3,12,9,4,2528,66,59,8,20,931,17,7,58,52,2720
ResNet18,30,0,720,42,100,2019-03-31 15:11,0.15011803177762623,0.9558367768595041,6.25e-05,sgd,cross_entropy,1225,3,15,15,4,2533,66,59,7,14,939,26,6,59,41,2705
ResNet18,30,0,720,43,100,2019-03-31 15:16,0.14915203062955998,0.9546745867768595,6.25e-05,sgd,cross_entropy,1222,2,10,11,2,2523,78,54,8,18,935,27,10,66,38,2713
ResNet18,30,0,720,44,100,2019-03-31 15:21,0.14795514571765236,0.9566115702479339,6.25e-05,sgd,cross_entropy,1230,4,12,13,2,2527,70,48,7,26,933,26,3,52,46,2718
ResNet18,30,0,720,45,100,2019-03-31 15:25,0.14834884769660384,0.956353305785124,6.25e-05,sgd,cross_entropy,1225,1,13,14,3,2530,62,54,8,17,938,24,6,61,48,2713
ResNet18,30,0,720,46,100,2019-03-31 15:30,0.1498354919685805,0.956224173553719,6.25e-05,sgd,cross_entropy,1221,2,16,8,6,2529,70,57,7,24,937,22,8,54,38,2718
ResNet18,30,0,720,47,100,2019-03-31 15:34,0.14858900022900795,0.9536415289256198,6.25e-05,sgd,cross_entropy,1219,4,11,11,3,2529,79,59,8,16,930,28,12,60,41,2707
ResNet18,30,0,720,48,100,2019-03-31 15:39,0.14782579280128164,0.956095041322314,6.25e-05,sgd,cross_entropy,1217,4,14,9,4,2531,71,48,9,19,931,23,12,55,45,2725
ResNet18,30,0,720,49,100,2019-03-31 15:44,0.1479563279585405,0.9546745867768595,6.25e-05,sgd,cross_entropy,1226,4,17,14,5,2530,67,59,5,21,925,20,6,54,52,2712
ResNet18,30,0,720,50,100,2019-03-31 15:48,0.1456135994146678,0.9576446280991735,3.125e-05,sgd,cross_entropy,1223,3,11,15,4,2526,66,52,10,20,943,14,5,60,41,2724
ResNet18,30,0,720,51,100,2019-03-31 15:53,0.14591682055764946,0.9573863636363636,3.125e-05,sgd,cross_entropy,1224,1,15,10,3,2533,66,48,6,21,937,27,9,54,43,2720
ResNet18,30,0,720,52,100,2019-03-31 15:58,0.14443473185389494,0.9580320247933884,3.125e-05,sgd,cross_entropy,1228,3,13,14,5,2536,65,54,4,13,937,19,5,57,46,2718
