model,fz_depth,data_aug,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
ResNet18,9,0,19,46,100,2019-03-31 15:25,0.11765414646693638,0.9720238095238095,6.25e-05,sgd,cross_entropy,691,0,5,14,5,2069,35,32,4,10,962,19,18,23,14,2810
ResNet18,9,0,19,47,100,2019-03-31 15:30,0.11835633232480004,0.9700892857142858,6.25e-05,sgd,cross_entropy,691,0,5,11,3,2061,32,32,8,13,955,20,16,28,24,2812
ResNet18,9,0,19,48,100,2019-03-31 15:35,0.11438450586228144,0.971577380952381,6.25e-05,sgd,cross_entropy,687,0,6,11,2,2066,31,33,11,12,962,17,18,24,17,2814
ResNet18,9,0,19,49,100,2019-03-31 15:39,0.11356780642554873,0.9714285714285714,6.25e-05,sgd,cross_entropy,685,1,5,16,2,2066,37,27,11,11,961,16,20,24,13,2816
ResNet18,9,0,19,50,100,2019-03-31 15:44,0.11381237393333798,0.9733630952380953,3.125e-05,sgd,cross_entropy,689,1,4,8,5,2064,27,32,7,14,969,16,17,23,16,2819
ResNet18,9,0,19,51,100,2019-03-31 15:49,0.11309688204810733,0.9726190476190476,3.125e-05,sgd,cross_entropy,696,1,6,17,1,2060,26,27,8,13,964,15,13,28,20,2816
ResNet18,9,0,19,52,100,2019-03-31 15:53,0.11227300734747024,0.9720238095238095,3.125e-05,sgd,cross_entropy,692,0,10,14,2,2073,33,29,7,11,952,17,17,18,21,2815
ResNet18,9,0,19,53,100,2019-03-31 15:58,0.11425036475771949,0.9705357142857143,3.125e-05,sgd,cross_entropy,687,0,6,10,4,2060,29,26,7,10,955,19,20,32,26,2820
ResNet18,9,0,19,54,100,2019-03-31 16:03,0.11294338589622861,0.9717261904761905,3.125e-05,sgd,cross_entropy,689,1,5,11,4,2055,24,26,8,13,965,17,17,33,22,2821
ResNet18,9,0,19,55,100,2019-03-31 16:07,0.11200963883172899,0.9732142857142857,3.125e-05,sgd,cross_entropy,693,1,4,13,1,2066,37,24,7,12,956,13,17,23,19,2825
ResNet18,9,0,19,56,100,2019-03-31 16:12,0.11485660189674014,0.969047619047619,3.125e-05,sgd,cross_entropy,688,1,6,12,3,2042,26,28,7,22,966,19,20,37,18,2816
ResNet18,9,0,19,57,100,2019-03-31 16:17,0.11268304189046224,0.9708333333333333,3.125e-05,sgd,cross_entropy,684,0,10,14,4,2063,31,30,10,15,958,12,20,24,17,2819
ResNet18,9,0,19,58,100,2019-03-31 16:21,0.11014017377580915,0.9738095238095238,3.125e-05,sgd,cross_entropy,693,1,4,13,3,2064,28,26,6,13,968,17,16,24,16,2819
ResNet18,9,0,19,59,100,2019-03-31 16:26,0.11224497840518043,0.971875,3.125e-05,sgd,cross_entropy,697,2,6,13,2,2064,32,30,3,15,960,22,16,21,18,2810
ResNet18,9,0,19,60,100,2019-03-31 16:31,0.11305962517147973,0.9729166666666667,1.5625e-05,sgd,cross_entropy,691,1,7,15,1,2076,32,29,9,12,955,15,17,13,22,2816
ResNet18,9,0,19,61,100,2019-03-31 16:36,0.10963373638334728,0.9758928571428571,1.5625e-05,sgd,cross_entropy,691,0,5,13,1,2071,24,24,9,10,970,12,17,21,17,2826
ResNet18,9,0,19,62,100,2019-03-31 16:40,0.11098812648228236,0.9736607142857143,1.5625e-05,sgd,cross_entropy,690,0,4,9,3,2067,27,31,7,15,968,17,18,20,17,2818
