model,fz_depth,data_aug,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
ResNet18,9,0,19,1,100,2019-03-31 11:55,1.156085205078125,0.5110119047619047,0.001,sgd,cross_entropy,24,94,27,109,248,1140,393,514,24,31,44,26,422,837,552,2226
ResNet18,9,0,19,2,100,2019-03-31 12:00,0.8631295340401786,0.6857142857142857,0.001,sgd,cross_entropy,42,1,0,1,188,1697,332,251,74,21,272,26,414,383,412,2597
ResNet18,9,0,19,3,100,2019-03-31 12:04,0.6823487054734003,0.7788690476190476,0.001,sgd,cross_entropy,223,1,6,14,123,1874,246,183,87,40,494,35,285,187,270,2643
ResNet18,9,0,19,4,100,2019-03-31 12:09,0.5613559904552642,0.8291666666666667,0.001,sgd,cross_entropy,378,4,14,21,76,1904,189,149,82,46,633,48,182,148,180,2657
ResNet18,9,0,19,5,100,2019-03-31 12:13,0.4680809747605097,0.8674107142857143,0.001,sgd,cross_entropy,483,3,22,21,58,1952,150,123,68,48,728,65,109,99,116,2666
ResNet18,9,0,19,6,100,2019-03-31 12:18,0.40043901715959823,0.8858630952380953,0.001,sgd,cross_entropy,534,3,18,25,38,1958,137,109,64,50,772,52,82,91,89,2689
ResNet18,9,0,19,7,100,2019-03-31 12:23,0.35091683523995537,0.9013392857142857,0.001,sgd,cross_entropy,578,5,25,33,32,1985,114,94,51,42,801,55,57,70,76,2693
ResNet18,9,0,19,8,100,2019-03-31 12:27,0.3118897210984003,0.9099702380952381,0.001,sgd,cross_entropy,605,2,13,27,24,1977,106,86,43,47,819,48,46,76,78,2714
ResNet18,9,0,19,9,100,2019-03-31 12:32,0.27525863647460935,0.9227678571428571,0.001,sgd,cross_entropy,625,3,19,25,16,1994,92,83,33,38,850,35,44,67,55,2732
ResNet18,9,0,19,10,100,2019-03-31 12:37,0.2547375270298549,0.9282738095238096,0.0005,sgd,cross_entropy,641,2,17,26,15,2001,85,79,27,44,865,39,35,55,49,2731
ResNet18,9,0,19,11,100,2019-03-31 12:41,0.23897968473888578,0.9334821428571428,0.0005,sgd,cross_entropy,635,3,13,24,16,2014,74,73,30,34,887,41,37,51,42,2737
ResNet18,9,0,19,12,100,2019-03-31 12:46,0.23145615713936943,0.9322916666666666,0.0005,sgd,cross_entropy,645,2,12,28,8,2005,78,67,29,35,877,42,36,60,49,2738
ResNet18,9,0,19,13,100,2019-03-31 12:51,0.2165340605236235,0.9416666666666667,0.0005,sgd,cross_entropy,655,1,14,19,8,2021,68,65,25,27,893,32,30,53,41,2759
ResNet18,9,0,19,14,100,2019-03-31 12:55,0.20848868233816964,0.9427083333333334,0.0005,sgd,cross_entropy,657,2,18,27,12,2015,60,59,20,30,901,27,29,55,37,2762
ResNet18,9,0,19,15,100,2019-03-31 13:00,0.1959471203031994,0.9464285714285714,0.0005,sgd,cross_entropy,660,3,11,19,7,2026,64,51,22,29,904,35,29,44,37,2770
ResNet18,9,0,19,16,100,2019-03-31 13:05,0.19160570417131698,0.9480654761904762,0.0005,sgd,cross_entropy,662,1,13,24,11,2037,60,56,15,24,902,25,30,40,41,2770
ResNet18,9,0,19,17,100,2019-03-31 13:09,0.1809594472249349,0.9517857142857142,0.0005,sgd,cross_entropy,670,1,12,22,7,2032,59,49,15,25,917,27,26,44,28,2777
ResNet18,9,0,19,18,100,2019-03-31 13:14,0.17324534824916293,0.9540178571428571,0.0005,sgd,cross_entropy,676,2,9,16,6,2032,55,48,12,21,922,30,24,47,30,2781
ResNet18,9,0,19,19,100,2019-03-31 13:19,0.1652010963076637,0.9552083333333333,0.0005,sgd,cross_entropy,676,1,11,18,4,2039,53,48,15,21,918,23,23,41,34,2786
ResNet18,9,0,19,20,100,2019-03-31 13:24,0.16246334257579986,0.9566964285714286,0.00025,sgd,cross_entropy,676,2,7,20,5,2031,45,42,11,25,931,22,26,44,33,2791
ResNet18,9,0,19,21,100,2019-03-31 13:28,0.1551910400390625,0.9595238095238096,0.00025,sgd,cross_entropy,678,1,4,13,5,2045,46,46,12,21,932,23,23,35,34,2793
ResNet18,9,0,19,22,100,2019-03-31 13:33,0.1521475110735212,0.9602678571428571,0.00025,sgd,cross_entropy,681,1,6,17,8,2043,52,38,10,19,934,25,19,39,24,2795
ResNet18,9,0,19,23,100,2019-03-31 13:38,0.14837540217808315,0.9625,0.00025,sgd,cross_entropy,687,1,8,18,3,2042,49,32,13,19,934,20,15,40,25,2805
ResNet18,9,0,19,24,100,2019-03-31 13:42,0.14786029089064825,0.9620535714285714,0.00025,sgd,cross_entropy,686,1,4,12,2,2045,44,40,14,18,940,29,16,38,28,2794
ResNet18,9,0,19,25,100,2019-03-31 13:47,0.14599847339448474,0.9616071428571429,0.00025,sgd,cross_entropy,680,2,5,23,2,2048,37,39,17,14,945,24,19,38,29,2789
ResNet18,9,0,19,26,100,2019-03-31 13:52,0.14364758446103051,0.9629464285714285,0.00025,sgd,cross_entropy,682,1,7,14,7,2045,42,39,11,20,943,21,18,36,24,2801
ResNet18,9,0,19,27,100,2019-03-31 13:57,0.1417004449026925,0.9625,0.00025,sgd,cross_entropy,686,0,10,13,2,2048,48,38,14,23,935,25,16,31,23,2799
ResNet18,9,0,19,28,100,2019-03-31 14:01,0.13338463192894345,0.9665178571428571,0.00025,sgd,cross_entropy,687,1,4,14,2,2053,36,32,10,20,949,23,19,28,27,2806
ResNet18,9,0,19,29,100,2019-03-31 14:06,0.13545570373535157,0.9629464285714285,0.00025,sgd,cross_entropy,694,2,11,18,1,2048,36,45,9,15,944,27,14,37,25,2785
ResNet18,9,0,19,30,100,2019-03-31 14:11,0.13053716932024276,0.9657738095238095,0.000125,sgd,cross_entropy,684,0,9,16,4,2061,39,34,12,13,943,23,18,28,25,2802
ResNet18,9,0,19,31,100,2019-03-31 14:16,0.1295987810407366,0.9691964285714286,0.000125,sgd,cross_entropy,684,0,5,10,5,2056,38,29,10,17,955,18,19,29,18,2818
ResNet18,9,0,19,32,100,2019-03-31 14:20,0.1282322474888393,0.9678571428571429,0.000125,sgd,cross_entropy,687,0,8,11,2,2052,33,31,10,20,951,19,19,30,24,2814
ResNet18,9,0,19,33,100,2019-03-31 14:25,0.12660892123267764,0.9708333333333333,0.000125,sgd,cross_entropy,694,0,4,11,4,2055,34,29,5,15,958,18,15,32,20,2817
ResNet18,9,0,19,34,100,2019-03-31 14:29,0.12689037322998048,0.9688988095238096,0.000125,sgd,cross_entropy,685,1,7,9,4,2061,35,32,9,12,950,19,20,28,24,2815
ResNet18,9,0,19,35,100,2019-03-31 14:34,0.1266458965483166,0.968452380952381,0.000125,sgd,cross_entropy,690,0,7,13,2,2054,34,27,6,13,954,25,20,35,21,2810
ResNet18,9,0,19,36,100,2019-03-31 14:39,0.12463642302013579,0.9694940476190477,0.000125,sgd,cross_entropy,687,0,6,15,4,2061,33,35,7,14,957,15,20,27,20,2810
ResNet18,9,0,19,37,100,2019-03-31 14:43,0.12007272811163039,0.9717261904761905,0.000125,sgd,cross_entropy,689,0,6,13,3,2062,27,26,9,17,964,21,17,23,19,2815
ResNet18,9,0,19,38,100,2019-03-31 14:48,0.12384610857282366,0.9686011904761904,0.000125,sgd,cross_entropy,690,3,8,13,2,2061,30,34,9,16,954,24,17,22,24,2804
ResNet18,9,0,19,39,100,2019-03-31 14:53,0.12124869028727213,0.9700892857142858,0.000125,sgd,cross_entropy,686,1,5,9,4,2060,30,29,11,20,953,17,17,21,28,2820
ResNet18,9,0,19,40,100,2019-03-31 14:57,0.11859516870407831,0.9723214285714286,6.25e-05,sgd,cross_entropy,690,1,4,12,3,2060,34,30,8,17,964,13,17,24,14,2820
ResNet18,9,0,19,41,100,2019-03-31 15:02,0.11840985616048177,0.9720238095238095,6.25e-05,sgd,cross_entropy,694,0,8,14,3,2059,28,26,3,16,960,16,18,27,20,2819
ResNet18,9,0,19,42,100,2019-03-31 15:07,0.11959461030505952,0.9693452380952381,6.25e-05,sgd,cross_entropy,691,1,4,14,2,2057,35,35,8,16,960,20,17,28,17,2806
ResNet18,9,0,19,43,100,2019-03-31 15:11,0.11383740561349051,0.9723214285714286,6.25e-05,sgd,cross_entropy,694,0,7,7,2,2064,38,26,6,14,954,20,16,24,17,2822
ResNet18,9,0,19,44,100,2019-03-31 15:16,0.11780841464088077,0.9721726190476191,6.25e-05,sgd,cross_entropy,691,0,6,12,1,2066,30,30,9,9,962,19,17,27,18,2814
ResNet18,9,0,19,45,100,2019-03-31 15:21,0.1184096200125558,0.9709821428571429,6.25e-05,sgd,cross_entropy,689,0,7,12,2,2058,27,21,7,18,956,20,20,26,26,2822
