model,fz_depth,data_aug,random_state,epoch,n_epoch,date,loss,acc,lr,optim,crit,pred_0_0,pred_0_1,pred_0_2,pred_0_3,pred_1_0,pred_1_1,pred_1_2,pred_1_3,pred_2_0,pred_2_1,pred_2_2,pred_2_3,pred_3_0,pred_3_1,pred_3_2,pred_3_3
ResNet18,3,0,95,18,100,2019-03-31 13:14,0.1602225833468967,0.9512648809523809,0.0005,sgd,cross_entropy,1038,6,13,4,4,2756,87,47,7,29,1000,29,23,36,46,2877
ResNet18,3,0,95,19,100,2019-03-31 13:19,0.1553787352546813,0.9547371031746031,0.0005,sgd,cross_entropy,1044,4,14,4,3,2754,82,37,7,38,1008,23,18,31,42,2893
ResNet18,3,0,95,20,100,2019-03-31 13:24,0.14564521729000032,0.9562251984126984,0.00025,sgd,cross_entropy,1039,3,8,4,1,2754,73,36,10,30,1026,25,22,40,39,2892
ResNet18,3,0,95,21,100,2019-03-31 13:28,0.14844855051192027,0.9564732142857143,0.00025,sgd,cross_entropy,1043,3,14,10,3,2760,80,35,6,32,1018,20,20,32,34,2892
ResNet18,3,0,95,22,100,2019-03-31 13:33,0.13994224487789095,0.958953373015873,0.00025,sgd,cross_entropy,1042,2,10,4,4,2772,74,37,7,24,1024,21,19,29,38,2895
ResNet18,3,0,95,23,100,2019-03-31 13:38,0.1360586711338588,0.9595734126984127,0.00025,sgd,cross_entropy,1041,5,10,3,5,2767,78,33,7,22,1026,17,19,33,32,2904
ResNet18,3,0,95,24,100,2019-03-31 13:43,0.14394251505533853,0.9564732142857143,0.00025,sgd,cross_entropy,1046,1,16,5,4,2767,77,42,6,21,1017,27,16,38,36,2883
ResNet18,3,0,95,25,100,2019-03-31 13:47,0.13711658356681702,0.9595734126984127,0.00025,sgd,cross_entropy,1047,1,11,7,3,2783,83,40,6,18,1019,21,16,25,33,2889
ResNet18,3,0,95,26,100,2019-03-31 13:52,0.1262713386898949,0.9616815476190477,0.00025,sgd,cross_entropy,1043,2,13,7,1,2779,68,28,9,23,1031,20,19,23,34,2902
ResNet18,3,0,95,27,100,2019-03-31 13:57,0.13119254036555214,0.9609375,0.00025,sgd,cross_entropy,1044,3,7,6,3,2773,69,31,6,24,1034,22,19,27,36,2898
ResNet18,3,0,95,28,100,2019-03-31 14:01,0.12033999912322514,0.9639136904761905,0.00025,sgd,cross_entropy,1050,0,11,5,3,2778,68,36,6,23,1044,15,13,26,23,2901
ResNet18,3,0,95,29,100,2019-03-31 14:06,0.11660609926496233,0.9641617063492064,0.00025,sgd,cross_entropy,1050,1,7,3,3,2781,65,34,4,19,1045,21,15,26,29,2899
ResNet18,3,0,95,30,100,2019-03-31 14:11,0.12750648316882907,0.9641617063492064,0.000125,sgd,cross_entropy,1050,1,9,7,3,2780,50,35,7,23,1048,18,12,23,39,2897
ResNet18,3,0,95,31,100,2019-03-31 14:15,0.11510238950214689,0.9634176587301587,0.000125,sgd,cross_entropy,1051,4,6,4,3,2776,64,40,6,23,1047,18,12,24,29,2895
ResNet18,3,0,95,32,100,2019-03-31 14:20,0.1135572630261618,0.9661458333333334,0.000125,sgd,cross_entropy,1044,1,6,3,2,2783,59,32,8,19,1054,12,18,24,27,2910
ResNet18,3,0,95,33,100,2019-03-31 14:25,0.11481435715206086,0.9646577380952381,0.000125,sgd,cross_entropy,1049,2,12,7,3,2783,56,25,6,22,1045,23,14,20,33,2902
ResNet18,3,0,95,34,100,2019-03-31 14:29,0.12088284416804237,0.9645337301587301,0.000125,sgd,cross_entropy,1047,1,9,10,3,2781,52,33,4,22,1057,21,18,23,28,2893
ResNet18,3,0,95,35,100,2019-03-31 14:34,0.11976366951352074,0.96875,0.000125,sgd,cross_entropy,1054,2,5,5,1,2794,54,31,3,15,1062,19,14,16,25,2902
ResNet18,3,0,95,36,100,2019-03-31 14:39,0.11514150528680711,0.9685019841269841,0.000125,sgd,cross_entropy,1049,1,5,7,3,2792,42,32,5,15,1063,12,15,19,36,2906
ResNet18,3,0,95,37,100,2019-03-31 14:43,0.11665606120276073,0.9680059523809523,0.000125,sgd,cross_entropy,1051,3,9,5,3,2788,53,32,3,19,1058,11,15,17,26,2909
ResNet18,3,0,95,38,100,2019-03-31 14:48,0.11872314271472749,0.9660218253968254,0.000125,sgd,cross_entropy,1050,3,10,6,2,2780,54,28,6,16,1051,14,14,28,31,2909
ResNet18,3,0,95,39,100,2019-03-31 14:53,0.11469454992385138,0.9668898809523809,0.000125,sgd,cross_entropy,1047,3,7,5,2,2789,52,32,7,15,1057,16,16,20,30,2904
ResNet18,3,0,95,40,100,2019-03-31 14:57,0.10893151873633974,0.9682539682539683,6.25e-05,sgd,cross_entropy,1054,3,7,5,2,2791,56,33,4,18,1057,13,12,15,26,2906
ResNet18,3,0,95,41,100,2019-03-31 15:02,0.11484890892392113,0.9673859126984127,6.25e-05,sgd,cross_entropy,1050,3,10,4,4,2783,57,24,5,13,1054,15,13,28,25,2914
ResNet18,3,0,95,42,100,2019-03-31 15:07,0.12193713869367327,0.9673859126984127,6.25e-05,sgd,cross_entropy,1050,3,6,3,3,2787,59,25,4,20,1054,19,15,17,27,2910
ResNet18,3,0,95,43,100,2019-03-31 15:11,0.11566053874908931,0.9671378968253969,6.25e-05,sgd,cross_entropy,1050,6,3,6,6,2780,51,26,4,19,1061,17,12,22,31,2908
ResNet18,3,0,95,44,100,2019-03-31 15:16,0.11252768077547588,0.9689980158730159,6.25e-05,sgd,cross_entropy,1054,1,7,7,1,2787,48,32,5,17,1068,13,12,22,23,2905
ResNet18,3,0,95,45,100,2019-03-31 15:21,0.11270690342736622,0.9677579365079365,6.25e-05,sgd,cross_entropy,1053,2,4,5,3,2790,48,33,4,17,1061,19,12,18,33,2900
ResNet18,3,0,95,46,100,2019-03-31 15:25,0.10253894896734328,0.9706101190476191,6.25e-05,sgd,cross_entropy,1053,3,5,4,5,2795,52,24,2,14,1061,11,12,15,28,2918
ResNet18,3,0,95,47,100,2019-03-31 15:30,0.10675094998072064,0.9694940476190477,6.25e-05,sgd,cross_entropy,1054,1,7,5,1,2793,51,31,4,15,1061,11,13,18,27,2910
ResNet18,3,0,95,48,100,2019-03-31 15:35,0.10906863591027638,0.9681299603174603,6.25e-05,sgd,cross_entropy,1048,2,6,4,2,2783,48,28,6,23,1064,13,16,19,28,2912
ResNet18,3,0,95,49,100,2019-03-31 15:39,0.10910861454312763,0.9694940476190477,6.25e-05,sgd,cross_entropy,1054,2,6,6,1,2791,49,30,4,13,1066,14,13,21,25,2907
ResNet18,3,0,95,50,100,2019-03-31 15:44,0.1005519155472044,0.9709821428571429,3.125e-05,sgd,cross_entropy,1050,2,6,6,3,2803,45,26,2,11,1068,16,17,11,27,2909
ResNet18,3,0,95,51,100,2019-03-31 15:49,0.1086613034445142,0.9702380952380952,3.125e-05,sgd,cross_entropy,1054,1,5,5,0,2792,49,22,5,16,1058,10,13,18,34,2920
ResNet18,3,0,95,52,100,2019-03-31 15:53,0.09984374424767872,0.9694940476190477,3.125e-05,sgd,cross_entropy,1049,1,8,3,4,2790,53,23,3,16,1064,16,16,20,21,2915
ResNet18,3,0,95,53,100,2019-03-31 15:58,0.10233387114509704,0.96875,3.125e-05,sgd,cross_entropy,1053,2,6,3,3,2783,52,29,4,23,1065,14,12,19,23,2911
